disease,drug,phase,status,target,num_ev_strings
head and neck malignant neoplasia,DOCETAXEL,2,Completed,TUBB,17
peritoneal neoplasm,PACLITAXEL,2,Completed,TUBB,17
pancreatic carcinoma,PACLITAXEL,1,Recruiting,TUBB,17
breast carcinoma,IXABEPILONE,2,Completed,TUBB,17
ovarian carcinoma,PACLITAXEL,3,Completed,TUBB,17
peritoneal neoplasm,PACLITAXEL,1,Completed,TUBB,16
Fallopian Tube Carcinoma,PACLITAXEL,2,Completed,TUBB,16
prostate adenocarcinoma,DOCETAXEL,2,Completed,TUBB,16
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB,15
gout,COLCHICINE,4,n/a,TUBB,15
neoplasm,PACLITAXEL,1,Recruiting,TUBB,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB,15
pancreatic carcinoma,PACLITAXEL,2,Recruiting,TUBB,15
lymphoma,VINCRISTINE,2,"Active, not recruiting",TUBB,15
lung carcinoma,PACLITAXEL,1,Completed,TUBB,15
ovarian carcinoma,PACLITAXEL,2,Terminated,TUBB,15
breast carcinoma,PACLITAXEL,3,Recruiting,TUBB,14
breast carcinoma,ERIBULIN,2,Completed,TUBB,14
gastric carcinoma,DOCETAXEL,2,Completed,TUBB,14
breast carcinoma,VINORELBINE,2,Terminated,TUBB,14
breast neoplasm,DOCETAXEL,2,Completed,TUBB,14
lymphoma,VINCRISTINE,2,Unknown status,TUBB,14
pancreatic carcinoma,DOCETAXEL,2,Completed,TUBB,14
breast carcinoma,DOCETAXEL,2,Recruiting,TUBB,14
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB,13
lymphoma,VINCRISTINE,3,Unknown status,TUBB,13
breast carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,13
ovarian carcinoma,DOCETAXEL,2,Completed,TUBB,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,13
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,2,Recruiting,TUBB,13
breast carcinoma,PACLITAXEL,4,n/a,TUBB,12
lymphoma,VINCRISTINE,1,Completed,TUBB,12
diffuse large B-cell lymphoma,VINCRISTINE,2,Completed,TUBB,12
breast carcinoma,PACLITAXEL,3,Unknown status,TUBB,12
acute lymphoblastic leukemia,VINCRISTINE,2,Completed,TUBB,12
pancreatic carcinoma,PACLITAXEL,1,Completed,TUBB,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB,12
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB,11
ovarian carcinoma,PACLITAXEL,2,Recruiting,TUBB,11
breast carcinoma,DOCETAXEL,3,Unknown status,TUBB,11
prostate carcinoma,DOCETAXEL,3,Completed,TUBB,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB,11
breast neoplasm,DOCETAXEL,3,Completed,TUBB,11
peritoneal neoplasm,PACLITAXEL,3,Completed,TUBB,11
pancreatic adenocarcinoma,PACLITAXEL,1,Recruiting,TUBB,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB,11
pancreatic carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB,11
breast carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB,11
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB,10
acute lymphoblastic leukemia,VINCRISTINE,2,Recruiting,TUBB,10
ovarian carcinoma,PACLITAXEL,1,Recruiting,TUBB,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB,10
acute lymphoblastic leukemia,VINCRISTINE,4,Completed,TUBB,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB,10
prostate carcinoma,PACLITAXEL,2,Completed,TUBB,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB,10
neoplasm,ERIBULIN,1,Completed,TUBB,10
melanoma,PACLITAXEL,2,Completed,TUBB,10
breast carcinoma,PACLITAXEL,1,Terminated,TUBB,10
lung carcinoma,VINORELBINE,2,Completed,TUBB,10
Fallopian Tube Carcinoma,PACLITAXEL,1,Completed,TUBB,10
non-small cell lung carcinoma,PACLITAXEL,1,Recruiting,TUBB,9
neuroblastoma,VINCRISTINE,2,Completed,TUBB,9
lung carcinoma,DOCETAXEL,2,Unknown status,TUBB,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB,9
non-small cell lung carcinoma,DOCETAXEL,4,n/a,TUBB,9
prostate carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB,9
prostate carcinoma,DOCETAXEL,2,Recruiting,TUBB,9
Familial Mediterranean fever,COLCHICINE,4,n/a,TUBB,9
lymphoma,VINBLASTINE,2,Completed,TUBB,9
lymphoma,VINCRISTINE,3,"Active, not recruiting",TUBB,9
peritoneal neoplasm,PACLITAXEL,2,Terminated,TUBB,9
Hodgkins lymphoma,VINBLASTINE,2,Recruiting,TUBB,9
central nervous system cancer,VINCRISTINE,2,Completed,TUBB,9
gastric carcinoma,DOCETAXEL,2,Unknown status,TUBB,9
breast carcinoma,DOCETAXEL,4,n/a,TUBB,9
lung carcinoma,PACLITAXEL,2,Unknown status,TUBB,8
peritoneal neoplasm,DOCETAXEL,2,Completed,TUBB,8
neoplasm,IXABEPILONE,1,Completed,TUBB,8
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,1,"Active, not recruiting",TUBB,8
breast carcinoma,VINORELBINE,1,Completed,TUBB,8
ovarian carcinoma,PACLITAXEL,2,Unknown status,TUBB,8
breast carcinoma,PACLITAXEL,1,Unknown status,TUBB,8
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,2,Completed,TUBB,8
lymphoma,VINCRISTINE,2,Terminated,TUBB,8
bladder carcinoma,PACLITAXEL,2,Completed,TUBB,8
breast carcinoma,TRASTUZUMAB EMTANSINE,2,"Active, not recruiting",TUBB,8
ovarian carcinoma,DOCETAXEL,1,Completed,TUBB,8
lung carcinoma,PACLITAXEL,3,Unknown status,TUBB,8
esophageal carcinoma,PACLITAXEL,2,Recruiting,TUBB,8
cancer,PACLITAXEL,1,"Active, not recruiting",TUBB,8
lung carcinoma,VINORELBINE,3,Completed,TUBB,8
cancer,PACLITAXEL,1,Terminated,TUBB,7
gastric carcinoma,DOCETAXEL,1,Completed,TUBB,7
male breast carcinoma,PACLITAXEL,1,Completed,TUBB,7
lung carcinoma,DOCETAXEL,3,Completed,TUBB,7
cancer,PACLITAXEL,1,Recruiting,TUBB,7
breast neoplasm,PACLITAXEL,1,Completed,TUBB,7
lung carcinoma,DOCETAXEL,1,Completed,TUBB,7
Fallopian Tube Carcinoma,PACLITAXEL,3,Completed,TUBB,7
Fallopian Tube Carcinoma,PACLITAXEL,1,Recruiting,TUBB,7
ovarian carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,7
leukemia,VINCRISTINE,2,Recruiting,TUBB,7
esophageal carcinoma,DOCETAXEL,2,Completed,TUBB,7
pancreatic carcinoma,PACLITAXEL,2,Completed,TUBB,7
esophageal carcinoma,PACLITAXEL,3,Recruiting,TUBB,7
acute lymphoblastic leukemia,VINCRISTINE,3,Recruiting,TUBB,7
breast carcinoma,VINORELBINE,2,Unknown status,TUBB,7
acute lymphoblastic leukemia,VINCRISTINE,1,Completed,TUBB,7
multiple myeloma,VINCRISTINE,3,Completed,TUBB,7
breast carcinoma,DOCETAXEL,3,Recruiting,TUBB,7
breast carcinoma,DOCETAXEL,1,Terminated,TUBB,7
prostate adenocarcinoma,DOCETAXEL,1,Completed,TUBB,7
neoplasm,VINORELBINE,1,Completed,TUBB,7
diffuse large B-cell lymphoma,VINCRISTINE,1,Completed,TUBB,7
gastric carcinoma,PACLITAXEL,2,Unknown status,TUBB,7
diffuse large B-cell lymphoma,VINCRISTINE,3,Recruiting,TUBB,7
head and neck malignant neoplasia,PACLITAXEL,1,Completed,TUBB,7
esophageal carcinoma,PACLITAXEL,2,Unknown status,TUBB,7
prostate adenocarcinoma,DOCETAXEL,2,Terminated,TUBB,7
lymphoma,VINBLASTINE,3,Completed,TUBB,7
prostate carcinoma,DOCETAXEL,1,Recruiting,TUBB,6
diffuse large B-cell lymphoma,VINCRISTINE,1,Recruiting,TUBB,6
head and neck malignant neoplasia,DOCETAXEL,1,Completed,TUBB,6
gastric carcinoma,PACLITAXEL,2,Completed,TUBB,6
breast carcinoma,VINORELBINE,1,Terminated,TUBB,6
non-Hodgkins lymphoma,VINCRISTINE,2,Terminated,TUBB,6
pancreatic carcinoma,PACLITAXEL,2,Unknown status,TUBB,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB,6
breast carcinoma,VINORELBINE,3,Completed,TUBB,6
Fallopian Tube Carcinoma,DOCETAXEL,1,Completed,TUBB,6
peritoneal neoplasm,DOCETAXEL,1,Completed,TUBB,6
pancreatic carcinoma,PACLITAXEL,1,Terminated,TUBB,6
neoplasm,DOCETAXEL,1,Terminated,TUBB,6
esophageal carcinoma,DOCETAXEL,1,Completed,TUBB,6
breast carcinoma,DOCETAXEL,4,Completed,TUBB,6
prostate carcinoma,CABAZITAXEL,2,Recruiting,TUBB,6
neoplasm,CABAZITAXEL,1,Completed,TUBB,6
non-small cell lung carcinoma,VINORELBINE,1,Completed,TUBB,6
ovarian carcinoma,DOCETAXEL,2,Terminated,TUBB,6
breast carcinoma,DOCETAXEL,2,Withdrawn,TUBB,6
bladder carcinoma,PACLITAXEL,1,Completed,TUBB,6
peritoneal neoplasm,PACLITAXEL,1,Recruiting,TUBB,6
lung carcinoma,PACLITAXEL,2,Terminated,TUBB,6
prostate carcinoma,DOCETAXEL,3,Terminated,TUBB,6
non-small cell lung carcinoma,DOCETAXEL,3,Recruiting,TUBB,6
endometrial neoplasm,PACLITAXEL,2,Completed,TUBB,6
breast carcinoma,TRASTUZUMAB EMTANSINE,1,Recruiting,TUBB,6
diffuse large B-cell lymphoma,VINCRISTINE,2,Recruiting,TUBB,6
multiple myeloma,VINCRISTINE,2,Completed,TUBB,6
pancreatic adenocarcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB,6
neoplasm,PACLITAXEL,2,Completed,TUBB,6
head and neck malignant neoplasia,DOCETAXEL,2,"Active, not recruiting",TUBB,6
prostate carcinoma,DOCETAXEL,2,Withdrawn,TUBB,6
stomach neoplasm,DOCETAXEL,2,Unknown status,TUBB,6
stomach neoplasm,DOCETAXEL,2,Completed,TUBB,6
esophageal carcinoma,PACLITAXEL,1,Completed,TUBB,6
ovarian carcinoma,PACLITAXEL,1,Terminated,TUBB,6
non-small cell lung carcinoma,VINORELBINE,3,Recruiting,TUBB,6
neoplasm,PACLITAXEL,1,Terminated,TUBB,6
non-small cell lung carcinoma,PACLITAXEL,2,Not yet recruiting,TUBB,6
peritoneal neoplasm,PACLITAXEL,1,"Active, not recruiting",TUBB,6
breast carcinoma,VINORELBINE,2,Recruiting,TUBB,6
breast carcinoma,ERIBULIN,2,Terminated,TUBB,5
prostate carcinoma,PACLITAXEL,1,Completed,TUBB,5
prostate carcinoma,DOCETAXEL,1,Unknown status,TUBB,5
breast carcinoma,IXABEPILONE,1,Completed,TUBB,5
gastric carcinoma,DOCETAXEL,3,Recruiting,TUBB,5
breast carcinoma,ERIBULIN,1,"Active, not recruiting",TUBB,5
acute lymphoblastic leukemia,VINCRISTINE,4,Unknown status,TUBB,5
gastric carcinoma,PACLITAXEL,2,Recruiting,TUBB,5
bladder carcinoma,DOCETAXEL,2,Completed,TUBB,5
sarcoma,VINCRISTINE,2,Completed,TUBB,5
sarcoma,DOCETAXEL,2,Completed,TUBB,5
breast carcinoma,TRASTUZUMAB EMTANSINE,1,"Active, not recruiting",TUBB,5
small cell lung carcinoma,PACLITAXEL,2,Completed,TUBB,5
head and neck malignant neoplasia,DOCETAXEL,2,Unknown status,TUBB,5
breast carcinoma,TRASTUZUMAB EMTANSINE,1,Completed,TUBB,5
sarcoma,PACLITAXEL,2,Completed,TUBB,5
breast carcinoma,TRASTUZUMAB EMTANSINE,2,Completed,TUBB,5
breast carcinoma,PACLITAXEL,2,Not yet recruiting,TUBB,5
head and neck malignant neoplasia,PACLITAXEL,2,Unknown status,TUBB,5
breast carcinoma,DOCETAXEL,3,Terminated,TUBB,5
breast neoplasm,DOCETAXEL,2,Terminated,TUBB,5
squamous cell carcinoma,DOCETAXEL,2,Completed,TUBB,5
neoplasm,PACLITAXEL,1,"Active, not recruiting",TUBB,5
Fallopian Tube Carcinoma,PACLITAXEL,2,Terminated,TUBB,5
neoplasm,PACLITAXEL,1,Unknown status,TUBB,5
pancreatic adenocarcinoma,PACLITAXEL,2,Recruiting,TUBB,5
lung carcinoma,DOCETAXEL,2,Terminated,TUBB,5
peritoneal neoplasm,PACLITAXEL,2,Recruiting,TUBB,5
lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,5
lymphoma,VINCRISTINE,3,Terminated,TUBB,5
breast neoplasm,PACLITAXEL,2,Recruiting,TUBB,5
breast neoplasm,PACLITAXEL,3,"Active, not recruiting",TUBB,5
pancreatic adenocarcinoma,PACLITAXEL,2,Completed,TUBB,5
Mantle cell lymphoma,VINCRISTINE,2,Completed,TUBB,5
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,1,Completed,TUBB,5
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,1,Recruiting,TUBB,5
breast neoplasm,VINORELBINE,2,Completed,TUBB,5
neuroblastoma,VINCRISTINE,3,Unknown status,TUBB,5
neuroblastoma,VINCRISTINE,3,Completed,TUBB,5
Hodgkins lymphoma,VINBLASTINE,2,Completed,TUBB,5
Hodgkins lymphoma,VINBLASTINE,3,Completed,TUBB,5
neuroblastoma,VINCRISTINE,1,Completed,TUBB,5
lymphoma,VINBLASTINE,3,"Active, not recruiting",TUBB,5
diffuse large B-cell lymphoma,VINCRISTINE,3,Completed,TUBB,5
lymphoma,PACLITAXEL,2,Completed,TUBB,5
lymphoma,PACLITAXEL,1,Completed,TUBB,5
diffuse large B-cell lymphoma,VINCRISTINE,2,Terminated,TUBB,5
cancer,IXABEPILONE,1,Completed,TUBB,5
Fallopian Tube Carcinoma,PACLITAXEL,2,Recruiting,TUBB,5
diffuse large B-cell lymphoma,VINCRISTINE,2,"Active, not recruiting",TUBB,5
pancreatic carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,5
breast carcinoma,VINORELBINE,3,Recruiting,TUBB,5
acute lymphoblastic leukemia,VINCRISTINE,1,Recruiting,TUBB,5
pancreatic carcinoma,PACLITAXEL,2,Terminated,TUBB,5
neoplasm,DOCETAXEL,1,Recruiting,TUBB,5
cervical carcinoma,PACLITAXEL,2,Completed,TUBB,5
ovarian carcinoma,PACLITAXEL,3,Recruiting,TUBB,5
leukemia,VINCRISTINE,3,"Active, not recruiting",TUBB,5
non-small cell lung carcinoma,DOCETAXEL,1,Recruiting,TUBB,5
cervical carcinoma,PACLITAXEL,3,Recruiting,TUBB,5
ovarian carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,5
nasopharyngeal neoplasm,DOCETAXEL,2,Unknown status,TUBB,5
Hodgkins lymphoma,VINBLASTINE,2,"Active, not recruiting",TUBB,4
central nervous system cancer,VINCRISTINE,1,Completed,TUBB,4
gastric carcinoma,PACLITAXEL,1,Unknown status,TUBB,4
gastric carcinoma,PACLITAXEL,2,Not yet recruiting,TUBB,4
pancreatic adenocarcinoma,PACLITAXEL,1,Completed,TUBB,4
cutaneous melanoma,PACLITAXEL,2,Completed,TUBB,4
esophageal squamous cell carcinoma,PACLITAXEL,2,Recruiting,TUBB,4
ovarian carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB,4
Hodgkins lymphoma,VINBLASTINE,2,Unknown status,TUBB,4
prostate carcinoma,DOCETAXEL,2,Unknown status,TUBB,4
breast carcinoma,PACLITAXEL,2,Withdrawn,TUBB,4
non-small cell lung carcinoma,VINORELBINE,3,"Active, not recruiting",TUBB,4
breast carcinoma,ERIBULIN,3,Recruiting,TUBB,4
nasopharyngeal neoplasm,DOCETAXEL,2,Completed,TUBB,4
non-small cell lung carcinoma,VINORELBINE,2,Terminated,TUBB,4
breast carcinoma,PACLITAXEL,3,Terminated,TUBB,4
Hodgkins lymphoma,VINCRISTINE,2,Recruiting,TUBB,4
lymphoma,VINCRISTINE,2,Recruiting,TUBB,4
nasopharyngeal neoplasm,DOCETAXEL,3,Unknown status,TUBB,4
cervical carcinoma,PACLITAXEL,3,Unknown status,TUBB,4
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,2,"Active, not recruiting",TUBB,4
Fallopian Tube Carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB,4
Fallopian Tube Carcinoma,DOCETAXEL,2,Completed,TUBB,4
central nervous system cancer,VINCRISTINE,3,Completed,TUBB,4
Fallopian Tube Carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,4
breast carcinoma,IXABEPILONE,3,Completed,TUBB,4
breast carcinoma,PACLITAXEL,1,Not yet recruiting,TUBB,4
neoplasm,PACLITAXEL,3,Completed,TUBB,4
central nervous system cancer,VINCRISTINE,3,Unknown status,TUBB,4
esophageal carcinoma,PACLITAXEL,2,Terminated,TUBB,4
peritoneal neoplasm,PACLITAXEL,3,"Active, not recruiting",TUBB,4
nasopharyngeal neoplasm,PACLITAXEL,3,Recruiting,TUBB,4
pancreatic carcinoma,PACLITAXEL,2,Not yet recruiting,TUBB,4
gastric carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,4
neoplasm,VINCRISTINE,1,Completed,TUBB,4
gastric carcinoma,DOCETAXEL,2,Recruiting,TUBB,4
pancreatic ductal adenocarcinoma,PACLITAXEL,2,Recruiting,TUBB,4
gastric carcinoma,DOCETAXEL,2,Terminated,TUBB,4
upper aerodigestive tract neoplasm,DOCETAXEL,2,Completed,TUBB,4
prostate carcinoma,VINORELBINE,2,Completed,TUBB,4
pancreatic carcinoma,PACLITAXEL,1,Unknown status,TUBB,4
breast carcinoma,ERIBULIN,2,"Active, not recruiting",TUBB,4
peritoneal neoplasm,PACLITAXEL,2,Unknown status,TUBB,4
bladder carcinoma,VINBLASTINE,2,Completed,TUBB,4
acute lymphoblastic leukemia,VINCRISTINE,1,Terminated,TUBB,4
lung carcinoma,PACLITAXEL POLIGLUMEX,3,Unknown status,TUBB,4
non-small cell lung carcinoma,PACLITAXEL,3,Not yet recruiting,TUBB,4
lung carcinoma,PACLITAXEL,1,Terminated,TUBB,4
lung carcinoma,DOCETAXEL,3,Unknown status,TUBB,4
non-small cell lung carcinoma,PACLITAXEL,2,Withdrawn,TUBB,4
endometrial neoplasm,PACLITAXEL,2,Recruiting,TUBB,4
cancer,ERIBULIN,1,Completed,TUBB,4
head and neck squamous cell carcinoma,DOCETAXEL,2,Completed,TUBB,4
head and neck squamous cell carcinoma,DOCETAXEL,2,Recruiting,TUBB,4
lung carcinoma,DOCETAXEL,1,Terminated,TUBB,4
ovarian carcinoma,PACLITAXEL,3,Unknown status,TUBB,4
ovarian carcinoma,PACLITAXEL,1,Unknown status,TUBB,4
prostate carcinoma,CABAZITAXEL,3,Completed,TUBB,4
non-Hodgkins lymphoma,VINCRISTINE,2,Completed,TUBB,4
non-Hodgkins lymphoma,VINCRISTINE,3,"Active, not recruiting",TUBB,4
prostate carcinoma,CABAZITAXEL,2,Completed,TUBB,4
breast carcinoma,VINORELBINE,2,"Active, not recruiting",TUBB,4
squamous cell carcinoma,PACLITAXEL,2,Unknown status,TUBB,4
non-small cell lung carcinoma,DOCETAXEL,1,Unknown status,TUBB,4
ovarian carcinoma,PACLITAXEL,2,Not yet recruiting,TUBB,4
non-small cell lung carcinoma,DOCETAXEL,3,Unknown status,TUBB,4
non-small cell lung carcinoma,DOCETAXEL,1,Withdrawn,TUBB,4
non-small cell lung carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,4
non-small cell lung carcinoma,DOCETAXEL,2,Withdrawn,TUBB,4
breast neoplasm,PACLITAXEL,2,Withdrawn,TUBB,4
breast carcinoma,TRASTUZUMAB EMTANSINE,3,"Active, not recruiting",TUBB,4
cervical carcinoma,PACLITAXEL,2,Unknown status,TUBB,4
lung carcinoma,VINORELBINE,2,Unknown status,TUBB,4
gout,COLCHICINE,4,Completed,TUBB,4
sarcoma,DOCETAXEL,1,Completed,TUBB,4
"Lymphoma, AIDS-Related",VINCRISTINE,2,Completed,TUBB,4
gout,COLCHICINE,2,Completed,TUBB,4
lung carcinoma,VINORELBINE,3,Unknown status,TUBB,4
prostate adenocarcinoma,DOCETAXEL,2,Recruiting,TUBB,4
prostate carcinoma,DOCETAXEL,1,Terminated,TUBB,4
ovarian neoplasm,PACLITAXEL,2,Completed,TUBB,4
diffuse large B-cell lymphoma,VINCRISTINE,2,Unknown status,TUBB,4
prostate adenocarcinoma,DOCETAXEL,3,Completed,TUBB,4
Mantle cell lymphoma,VINCRISTINE,2,"Active, not recruiting",TUBB,4
Hodgkins lymphoma,VINORELBINE,2,Completed,TUBB,4
non-small cell lung carcinoma,PACLITAXEL,3,Unknown status,TUBB,4
breast neoplasm,DOCETAXEL,2,Unknown status,TUBB,3
breast carcinoma,PACLITAXEL,4,Unknown status,TUBB,3
prostate carcinoma,CABAZITAXEL,1,Completed,TUBB,3
breast carcinoma,VINFLUNINE,3,Completed,TUBB,3
cervical carcinoma,PACLITAXEL,1,Completed,TUBB,3
cervical carcinoma,PACLITAXEL,2,Recruiting,TUBB,3
diffuse large B-cell lymphoma,VINCRISTINE,3,"Active, not recruiting",TUBB,3
breast neoplasm,DOCETAXEL,1,Completed,TUBB,3
cancer,PACLITAXEL,1,Unknown status,TUBB,3
pancreatic neoplasm,PACLITAXEL,2,Completed,TUBB,3
breast carcinoma,IXABEPILONE,2,Terminated,TUBB,3
prostate carcinoma,CABAZITAXEL,2,Terminated,TUBB,3
prostate carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,3
diffuse large B-cell lymphoma,VINCRISTINE,1,Withdrawn,TUBB,3
ovarian cystadenocarcinoma,PACLITAXEL,1,Completed,TUBB,3
endometrioid carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,3
peritoneal neoplasm,PACLITAXEL,1,Terminated,TUBB,3
prostate carcinoma,DOCETAXEL,1,"Active, not recruiting",TUBB,3
breast carcinoma,PACLITAXEL,1,Withdrawn,TUBB,3
breast neoplasm,PACLITAXEL,2,Terminated,TUBB,3
breast neoplasm,PACLITAXEL,2,"Active, not recruiting",TUBB,3
endometrial neoplasm,DOCETAXEL,1,Completed,TUBB,3
peritoneal neoplasm,PACLITAXEL,3,Recruiting,TUBB,3
ovarian carcinoma,PACLITAXEL,1,Not yet recruiting,TUBB,3
ovarian mucinous cystadenocarcinoma,PACLITAXEL,1,Completed,TUBB,3
carcinoma,PACLITAXEL,2,Completed,TUBB,3
breast carcinoma,TRASTUZUMAB EMTANSINE,3,Completed,TUBB,3
central nervous system cancer,VINCRISTINE,2,Unknown status,TUBB,3
pancreatic carcinoma,DOCETAXEL,2,Terminated,TUBB,3
esophageal carcinoma,PACLITAXEL,1,Recruiting,TUBB,3
ovarian serous cystadenocarcinoma,PACLITAXEL,1,Completed,TUBB,3
prostate carcinoma,CABAZITAXEL,4,Completed,TUBB,3
breast neoplasm,PACLITAXEL,1,Recruiting,TUBB,3
endometrial neoplasm,PACLITAXEL,3,Recruiting,TUBB,3
prostate carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB,3
ovarian neoplasm,DOCETAXEL,2,Completed,TUBB,3
endometrial neoplasm,PACLITAXEL,2,"Active, not recruiting",TUBB,3
endometrioid carcinoma,PACLITAXEL,1,Completed,TUBB,3
bladder carcinoma,PACLITAXEL,2,Terminated,TUBB,3
prostate carcinoma,DOCETAXEL,3,Recruiting,TUBB,3
non-Hodgkins lymphoma,VINCRISTINE,3,Completed,TUBB,3
lymphoid leukemia,VINCRISTINE,2,Recruiting,TUBB,3
transitional cell carcinoma of kidney,PACLITAXEL,1,Completed,TUBB,3
Malignant Ovarian Brenner Tumor,PACLITAXEL,1,Completed,TUBB,3
Malignant Ovarian Brenner Tumor,PACLITAXEL,3,"Active, not recruiting",TUBB,3
lung carcinoma,VINORELBINE,1,Completed,TUBB,3
Mantle cell lymphoma,VINCRISTINE,1,Completed,TUBB,3
lung carcinoma,VINBLASTINE,3,Unknown status,TUBB,3
lung carcinoma,VINBLASTINE,3,Completed,TUBB,3
prostate carcinoma,DOCETAXEL,3,Unknown status,TUBB,3
lung carcinoma,DOCETAXEL,3,Terminated,TUBB,3
non-Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,2,Completed,TUBB,3
