disease,drug,phase,status,target,num_ev_strings
rheumatoid arthritis,METHYLPREDNISOLONE,4,n/a,NR3C1,25
asthma,CICLESONIDE,3,Completed,NR3C1,24
chronic obstructive pulmonary disease,FLUTICASONE FUROATE,3,Completed,NR3C1,23
asthma,BECLOMETHASONE DIPROPIONATE,3,Completed,NR3C1,23
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,3,Completed,NR3C1,22
multiple myeloma,DEXAMETHASONE,3,Recruiting,NR3C1,22
pneumonia,METHYLPREDNISOLONE,4,n/a,NR3C1,22
inflammation,METHYLPREDNISOLONE,4,n/a,NR3C1,21
Crohn's disease,METHYLPREDNISOLONE,4,n/a,NR3C1,21
asthma,FLUTICASONE PROPIONATE,1,Completed,NR3C1,21
frozen shoulder,METHYLPREDNISOLONE,4,n/a,NR3C1,21
asthma,METHYLPREDNISOLONE,4,n/a,NR3C1,21
ulcerative colitis,METHYLPREDNISOLONE,4,n/a,NR3C1,21
inflammation,PREDNISOLONE ACETATE,4,n/a,NR3C1,21
osteoarthritis,METHYLPREDNISOLONE,4,n/a,NR3C1,21
asthma,FLUTICASONE FUROATE,3,Completed,NR3C1,20
allergic rhinitis,FLUTICASONE PROPIONATE,4,n/a,NR3C1,20
psoriasis,CLOBETASOL PROPIONATE,4,n/a,NR3C1,19
multiple myeloma,DEXAMETHASONE,2,Terminated,NR3C1,19
multiple myeloma,DEXAMETHASONE,2,Withdrawn,NR3C1,19
prostate carcinoma,PREDNISONE,2,Recruiting,NR3C1,19
prostate carcinoma,PREDNISONE,3,Completed,NR3C1,18
multiple myeloma,DEXAMETHASONE,1,Terminated,NR3C1,18
juvenile idiopathic arthritis,PREDNISOLONE,4,n/a,NR3C1,17
lymphoma,PREDNISOLONE,4,n/a,NR3C1,17
asthma,FLUTICASONE FUROATE,1,Completed,NR3C1,17
chronic obstructive pulmonary disease,BUDESONIDE,4,Completed,NR3C1,17
Chemotherapy-induced nausea and vomiting,DEXAMETHASONE,3,Completed,NR3C1,17
nephrotic syndrome,PREDNISOLONE,4,n/a,NR3C1,16
ulcerative colitis,PREDNISOLONE,4,n/a,NR3C1,16
asthma,PREDNISOLONE,4,n/a,NR3C1,16
atopic eczema,PREDNISOLONE,4,n/a,NR3C1,16
rheumatoid arthritis,PREDNISOLONE,4,n/a,NR3C1,16
Sarcoidosis,PREDNISOLONE,4,n/a,NR3C1,16
Crohn's disease,PREDNISOLONE,4,n/a,NR3C1,16
asthma,BUDESONIDE,2,Completed,NR3C1,16
pain,DEXAMETHASONE,4,Completed,NR3C1,16
prostate carcinoma,PREDNISONE,1,Completed,NR3C1,15
asthma,BUDESONIDE,4,n/a,NR3C1,15
asthma,BECLOMETHASONE DIPROPIONATE,2,Completed,NR3C1,15
multiple myeloma,DEXAMETHASONE,2,Not yet recruiting,NR3C1,15
seasonal allergic rhinitis,CICLESONIDE,3,Completed,NR3C1,15
asthma,FLUTICASONE FUROATE,2,Completed,NR3C1,15
leukemia,DEXAMETHASONE,3,Completed,NR3C1,15
ulcerative colitis,HYDROCORTISONE,4,n/a,NR3C1,14
leukemia,DEXAMETHASONE,2,Completed,NR3C1,14
asthma,BUDESONIDE,1,Completed,NR3C1,14
multiple myeloma,PREDNISONE,2,Completed,NR3C1,14
"Rhinitis, Allergic, Perennial",CICLESONIDE,3,Completed,NR3C1,14
chronic obstructive pulmonary disease,BUDESONIDE,3,Completed,NR3C1,14
lymphoma,PREDNISONE,1,Completed,NR3C1,13
skin disease,FLUTICASONE PROPIONATE,4,n/a,NR3C1,12
diffuse large B-cell lymphoma,PREDNISONE,2,Completed,NR3C1,12
"Rhinitis, Allergic, Perennial",MOMETASONE FUROATE,3,Completed,NR3C1,12
prostate carcinoma,PREDNISONE,2,"Active, not recruiting",NR3C1,12
asthma,FLUTICASONE PROPIONATE,4,n/a,NR3C1,12
asthma,BECLOMETHASONE DIPROPIONATE,4,Completed,NR3C1,12
psoriasis,CLOBETASOL PROPIONATE,4,Completed,NR3C1,12
asthma,MOMETASONE FUROATE,2,Completed,NR3C1,11
multiple myeloma,PREDNISONE,3,Completed,NR3C1,11
post operative nausea and vomiting,DEXAMETHASONE,4,Completed,NR3C1,11
multiple myeloma,DEXAMETHASONE,2,Unknown status,NR3C1,11
leukemia,PREDNISONE,2,Completed,NR3C1,11
leukemia,PREDNISONE,3,Completed,NR3C1,11
asthma,HYDROCORTISONE,4,n/a,NR3C1,11
"Rhinitis, Allergic, Perennial",FLUTICASONE FUROATE,3,Completed,NR3C1,11
seasonal allergic rhinitis,MOMETASONE FUROATE,3,Completed,NR3C1,10
infection,BETAMETHASONE DIPROPIONATE,4,n/a,NR3C1,10
multiple sclerosis,METHYLPREDNISOLONE HEMISUCCINATE,4,n/a,NR3C1,10
lymphoma,PREDNISONE,2,Unknown status,NR3C1,10
asthma,DEXAMETHASONE PHOSPHORIC ACID,4,n/a,NR3C1,10
lymphoma,PREDNISONE,2,"Active, not recruiting",NR3C1,10
rheumatoid arthritis,METHYLPREDNISOLONE HEMISUCCINATE,4,n/a,NR3C1,10
lymphoma,PREDNISONE,3,"Active, not recruiting",NR3C1,9
lymphoma,DEXAMETHASONE,3,Unknown status,NR3C1,9
seasonal allergic rhinitis,FLUTICASONE PROPIONATE,3,Completed,NR3C1,9
pneumonia,HYDROCORTISONE,4,n/a,NR3C1,9
asthma,MOMETASONE FUROATE,3,Completed,NR3C1,9
asthma,FLUTICASONE PROPIONATE,3,Recruiting,NR3C1,9
multiple myeloma,DEXAMETHASONE,1,Unknown status,NR3C1,9
leukemia,HYDROCORTISONE,2,Completed,NR3C1,9
acute lymphoblastic leukemia,DEXAMETHASONE,1,Recruiting,NR3C1,9
multiple myeloma,PREDNISONE,1,Completed,NR3C1,9
prostate adenocarcinoma,PREDNISONE,2,Completed,NR3C1,9
idiopathic pulmonary fibrosis,PREDNISOLONE PHOSPHORIC ACID,4,n/a,NR3C1,8
leukemia,METHYLPREDNISOLONE,2,Completed,NR3C1,8
chronic obstructive pulmonary disease,PREDNISOLONE PHOSPHORIC ACID,4,n/a,NR3C1,8
pain,DEXAMETHASONE,4,Recruiting,NR3C1,8
diffuse large B-cell lymphoma,PREDNISONE,3,Recruiting,NR3C1,8
leukemia,DEXAMETHASONE,2,Recruiting,NR3C1,8
asthma,PREDNISOLONE PHOSPHORIC ACID,4,n/a,NR3C1,8
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,4,n/a,NR3C1,8
lymphoma,PREDNISONE,3,Unknown status,NR3C1,8
acute lymphoblastic leukemia,DEXAMETHASONE,3,Recruiting,NR3C1,7
asthma,BUDESONIDE,4,Unknown status,NR3C1,7
multiple myeloma,DEXAMETHASONE,3,Terminated,NR3C1,7
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,2,Completed,NR3C1,7
autoimmune thrombocytopenic purpura,DEXAMETHASONE,4,n/a,NR3C1,7
leukemia,DEXAMETHASONE,4,n/a,NR3C1,7
acute lymphoblastic leukemia,DEXAMETHASONE,2,Recruiting,NR3C1,7
chronic obstructive pulmonary disease,BECLOMETHASONE DIPROPIONATE,3,Completed,NR3C1,7
seasonal allergic rhinitis,FLUTICASONE FUROATE,3,Completed,NR3C1,7
multiple myeloma,DEXAMETHASONE,3,Unknown status,NR3C1,7
psoriasis vulgaris,BETAMETHASONE DIPROPIONATE,2,Completed,NR3C1,7
acute lymphoblastic leukemia,DEXAMETHASONE,2,Completed,NR3C1,7
acute lymphoblastic leukemia,PREDNISONE,2,Recruiting,NR3C1,7
lymphoma,DEXAMETHASONE,4,n/a,NR3C1,7
acute lymphoblastic leukemia,DEXAMETHASONE,4,Completed,NR3C1,7
lymphoma,DEXAMETHASONE,1,Completed,NR3C1,7
asthma,MOMETASONE FUROATE,4,Completed,NR3C1,7
eosinophilic pneumonia,PREDNISOLONE,4,n/a,NR3C1,7
multiple myeloma,DEXAMETHASONE,1,Withdrawn,NR3C1,7
diffuse large B-cell lymphoma,PREDNISONE,1,Recruiting,NR3C1,7
leukemia,PREDNISONE,2,Recruiting,NR3C1,6
psoriasis,BETAMETHASONE DIPROPIONATE,3,Completed,NR3C1,6
cataract,PREDNISOLONE ACETATE,4,Completed,NR3C1,6
prostate carcinoma,DEXAMETHASONE,2,Completed,NR3C1,6
seasonal allergic rhinitis,FLUTICASONE FUROATE,4,Completed,NR3C1,6
allergic conjunctivitis,PREDNISOLONE ACETATE,4,n/a,NR3C1,6
autoimmune thrombocytopenic purpura,DEXAMETHASONE,3,Completed,NR3C1,6
asthma,FLUTICASONE PROPIONATE,4,Terminated,NR3C1,6
acute lymphoblastic leukemia,DEXAMETHASONE,4,Unknown status,NR3C1,6
lymphoma,PREDNISONE,2,Terminated,NR3C1,6
prostate adenocarcinoma,PREDNISONE,2,"Active, not recruiting",NR3C1,6
diffuse large B-cell lymphoma,PREDNISONE,2,Recruiting,NR3C1,6
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,4,Unknown status,NR3C1,6
lymphoma,DEXAMETHASONE,2,Recruiting,NR3C1,6
psoriasis vulgaris,BETAMETHASONE DIPROPIONATE,1,Completed,NR3C1,6
lymphoma,DEXAMETHASONE,3,Completed,NR3C1,6
ulcerative colitis,BUDESONIDE,3,Completed,NR3C1,6
acute lymphoblastic leukemia,DEXAMETHASONE,1,Completed,NR3C1,6
lymphoma,PREDNISOLONE,3,Completed,NR3C1,6
asthma,PREDNISONE,3,Completed,NR3C1,6
inflammation,DIFLUPREDNATE,3,Completed,NR3C1,6
atopic eczema,FLUTICASONE PROPIONATE,4,Completed,NR3C1,5
allergic conjunctivitis,DEXAMETHASONE,4,n/a,NR3C1,5
inflammation,LOTEPREDNOL ETABONATE,4,n/a,NR3C1,5
multiple myeloma,PREDNISONE,3,"Active, not recruiting",NR3C1,5
Nasal Cavity Polyp,MOMETASONE FUROATE,3,Completed,NR3C1,5
diffuse large B-cell lymphoma,PREDNISONE,2,Terminated,NR3C1,5
atopic eczema,FLUTICASONE PROPIONATE,4,n/a,NR3C1,5
skin disease,MOMETASONE FUROATE,4,n/a,NR3C1,5
rheumatoid arthritis,PREDNISONE,2,Completed,NR3C1,5
chronic obstructive pulmonary disease,BUDESONIDE,2,Completed,NR3C1,5
prostate carcinoma,PREDNISONE,2,Terminated,NR3C1,5
leukemia,PREDNISONE,1,Completed,NR3C1,5
diabetic macular edema,DEXAMETHASONE,2,Completed,NR3C1,5
chronic lymphocytic leukemia,DEXAMETHASONE,2,Completed,NR3C1,5
atopic eczema,HYDROCORTISONE BUTYRATE,4,n/a,NR3C1,5
eosinophilic esophagitis,BUDESONIDE,2,Completed,NR3C1,5
rheumatoid arthritis,PREDNISOLONE,2,Completed,NR3C1,5
allergic rhinitis,BECLOMETHASONE DIPROPIONATE,4,n/a,NR3C1,5
allergic rhinitis,MOMETASONE FUROATE,3,Completed,NR3C1,5
cancer,DEXAMETHASONE,4,n/a,NR3C1,5
lymphoma,HYDROCORTISONE,2,Completed,NR3C1,5
relapsing-remitting multiple sclerosis,METHYLPREDNISOLONE,4,Completed,NR3C1,5
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,1,Completed,NR3C1,5
systemic lupus erythematosus,PREDNISONE,2,Completed,NR3C1,5
"Rhinitis, Allergic, Perennial",FLUTICASONE FUROATE,4,Completed,NR3C1,5
pain,DEXAMETHASONE,4,Terminated,NR3C1,5
diffuse large B-cell lymphoma,DEXAMETHASONE,2,Recruiting,NR3C1,5
lymphoma,METHYLPREDNISOLONE,2,Completed,NR3C1,5
psoriasis,HALOBETASOL PROPIONATE,2,Completed,NR3C1,5
pain,DEXAMETHASONE,3,Completed,NR3C1,5
allergic rhinitis,BUDESONIDE,4,n/a,NR3C1,5
psoriasis vulgaris,BETAMETHASONE,2,Completed,NR3C1,5
leukemia,HYDROCORTISONE,3,Completed,NR3C1,5
diffuse large B-cell lymphoma,PREDNISONE,2,"Active, not recruiting",NR3C1,5
osteoarthritis,TRIAMCINOLONE ACETONIDE,4,n/a,NR3C1,5
pneumonia,DEXAMETHASONE,4,n/a,NR3C1,5
diabetic macular edema,TRIAMCINOLONE ACETONIDE,2,Completed,NR3C1,5
posterior uveitis,DEXAMETHASONE,4,n/a,NR3C1,5
prostate carcinoma,PREDNISOLONE,2,Completed,NR3C1,5
unipolar depression,MIFEPRISTONE,3,Completed,NR3C1,5
chronic obstructive pulmonary disease,FLUTICASONE FUROATE,1,Completed,NR3C1,5
prostate adenocarcinoma,PREDNISONE,3,Completed,NR3C1,5
rheumatoid arthritis,METHYLPREDNISOLONE,4,Completed,NR3C1,5
lymphoma,DEXAMETHASONE,2,"Active, not recruiting",NR3C1,5
lymphoma,PREDNISOLONE,2,Completed,NR3C1,5
acute lymphoblastic leukemia,PREDNISONE,4,Completed,NR3C1,4
acute lymphoblastic leukemia,PREDNISONE,2,Completed,NR3C1,4
prostate carcinoma,PREDNISONE,1,Recruiting,NR3C1,4
neoplasm,DEXAMETHASONE,1,Completed,NR3C1,4
"Lymphoma, AIDS-Related",PREDNISONE,2,Completed,NR3C1,4
seasonal allergic rhinitis,FLUTICASONE PROPIONATE,4,Completed,NR3C1,4
prostate carcinoma,HYDROCORTISONE,3,Completed,NR3C1,4
prostate carcinoma,PREDNISONE,1,Terminated,NR3C1,4
eosinophilic esophagitis,FLUTICASONE PROPIONATE,2,Completed,NR3C1,4
seasonal allergic rhinitis,FLUTICASONE PROPIONATE,2,Completed,NR3C1,4
acute lymphoblastic leukemia,PREDNISOLONE,4,Completed,NR3C1,4
diffuse large B-cell lymphoma,PREDNISONE,2,Unknown status,NR3C1,4
prostate adenocarcinoma,PREDNISONE,1,Completed,NR3C1,4
acute lymphoblastic leukemia,DEXAMETHASONE,2,Terminated,NR3C1,4
diffuse large B-cell lymphoma,PREDNISONE,3,Completed,NR3C1,4
asthma,PREDNISOLONE,3,Completed,NR3C1,4
multiple myeloma,DEXAMETHASONE,1,Suspended,NR3C1,4
multiple myeloma,DEXAMETHASONE,1,Not yet recruiting,NR3C1,4
allergic rhinitis,MOMETASONE FUROATE,4,Completed,NR3C1,4
psoriasis vulgaris,BETAMETHASONE,3,Completed,NR3C1,4
allergic rhinitis,FLUTICASONE PROPIONATE,4,Completed,NR3C1,4
"Rhinitis, Allergic, Perennial",FLUTICASONE PROPIONATE,4,Completed,NR3C1,4
allergic rhinitis,FLUTICASONE PROPIONATE,1,Completed,NR3C1,4
allergic rhinitis,FLUTICASONE FUROATE,4,n/a,NR3C1,4
allergic rhinitis,CICLESONIDE,4,n/a,NR3C1,4
"Rhinitis, Allergic, Perennial",BECLOMETHASONE DIPROPIONATE,3,Completed,NR3C1,4
myelodysplastic syndrome,METHYLPREDNISOLONE,2,Completed,NR3C1,4
diabetic macular edema,TRIAMCINOLONE ACETONIDE,3,Completed,NR3C1,4
diabetic macular edema,TRIAMCINOLONE,2,Completed,NR3C1,4
multiple myeloma,DEXAMETHASONE,3,Not yet recruiting,NR3C1,4
rheumatoid arthritis,METHYLPREDNISOLONE,3,Completed,NR3C1,4
asthma,BECLOMETHASONE DIPROPIONATE,4,n/a,NR3C1,4
psoriasis,CLOBETASOL PROPIONATE,3,Completed,NR3C1,4
multiple myeloma,PREDNISONE,3,Unknown status,NR3C1,4
asthma,BUDESONIDE,3,Recruiting,NR3C1,4
multiple myeloma,PREDNISONE,2,"Active, not recruiting",NR3C1,4
psoriasis,BETAMETHASONE,1,Completed,NR3C1,4
prostate carcinoma,PREDNISONE,3,Terminated,NR3C1,4
rheumatoid arthritis,PREDNISONE,4,Completed,NR3C1,4
asthma,CICLESONIDE,4,Completed,NR3C1,4
diabetic macular edema,DEXAMETHASONE,3,Completed,NR3C1,4
asthma,MOMETASONE FUROATE,4,n/a,NR3C1,4
prostate carcinoma,PREDNISONE,2,Withdrawn,NR3C1,4
asthma,PREDNISONE,4,Completed,NR3C1,4
leukemia,DEXAMETHASONE,2,Unknown status,NR3C1,4
Crohn's disease,BUDESONIDE,3,Completed,NR3C1,4
leukemia,DEXAMETHASONE,1,Completed,NR3C1,4
non-small cell lung carcinoma,DEXAMETHASONE,2,Completed,NR3C1,4
non-Hodgkins lymphoma,DEXAMETHASONE,2,Completed,NR3C1,4
chronic obstructive pulmonary disease,FLUTICASONE FUROATE,2,Completed,NR3C1,4
lymphoma,PREDNISOLONE,3,Unknown status,NR3C1,4
chronic obstructive pulmonary disease,BUDESONIDE,1,Completed,NR3C1,4
lymphoma,DEXAMETHASONE,2,Unknown status,NR3C1,4
lymphoma,DEXAMETHASONE,2,Withdrawn,NR3C1,4
leukemia,PREDNISOLONE,3,Completed,NR3C1,4
chronic obstructive pulmonary disease,PREDNISOLONE,1,Completed,NR3C1,4
cancer,DEXAMETHASONE,1,Completed,NR3C1,4
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,3,Withdrawn,NR3C1,4
Hodgkins lymphoma,PREDNISONE,2,"Active, not recruiting",NR3C1,4
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,3,Unknown status,NR3C1,4
osteoarthritis,METHYLPREDNISOLONE,3,Completed,NR3C1,4
pain,DEXAMETHASONE,4,Unknown status,NR3C1,4
lymphoma,METHYLPREDNISOLONE,3,Completed,NR3C1,4
unspecified peripheral T-cell lymphoma,PREDNISONE,2,Completed,NR3C1,4
non-Hodgkins lymphoma,PREDNISONE,2,Terminated,NR3C1,4
asthma,PREDNISOLONE,4,Completed,NR3C1,4
leukemia,DEXAMETHASONE,3,"Active, not recruiting",NR3C1,3
ulcerative proctosigmoiditis,BUDESONIDE,3,Completed,NR3C1,3
Crohn's disease,BUDESONIDE,4,n/a,NR3C1,3
allergic conjunctivitis,PREDNISOLONE PHOSPHORIC ACID,4,n/a,NR3C1,3
psoriasis,DESOXIMETASONE,4,Completed,NR3C1,3
Waldenstrom macroglobulinemia,DEXAMETHASONE,2,Completed,NR3C1,3
chronic obstructive pulmonary disease,FLUTICASONE FUROATE,4,Recruiting,NR3C1,3
leukemia,DEXAMETHASONE,3,Unknown status,NR3C1,3
diffuse large B-cell lymphoma,PREDNISONE,3,Unknown status,NR3C1,3
allergic rhinitis,MOMETASONE FUROATE,4,n/a,NR3C1,3
neoplasm,DEXAMETHASONE,3,Recruiting,NR3C1,3
psoriasis vulgaris,HYDROCORTISONE,3,Completed,NR3C1,3
psoriasis vulgaris,BETAMETHASONE DIPROPIONATE,3,Completed,NR3C1,3
leukemia,DEXAMETHASONE,2,"Active, not recruiting",NR3C1,3
Primary systemic amyloidosis,DEXAMETHASONE,2,Completed,NR3C1,3
diffuse large B-cell lymphoma,DEXAMETHASONE,1,Recruiting,NR3C1,3
frozen shoulder,METHYLPREDNISOLONE ACETATE,4,n/a,NR3C1,3
systemic lupus erythematosus,METHYLPREDNISOLONE,3,Terminated,NR3C1,3
osteoarthritis,METHYLPREDNISOLONE ACETATE,4,n/a,NR3C1,3
lymphoma,HYDROCORTISONE,3,Completed,NR3C1,3
post operative nausea and vomiting,DEXAMETHASONE,2,Completed,NR3C1,3
diffuse large B-cell lymphoma,PREDNISONE,1,Completed,NR3C1,3
post operative nausea and vomiting,DEXAMETHASONE,4,Unknown status,NR3C1,3
breast carcinoma,DEXAMETHASONE,2,Completed,NR3C1,3
osteoarthritis,DEXAMETHASONE,4,n/a,NR3C1,3
diffuse large B-cell lymphoma,PREDNISONE,1,Withdrawn,NR3C1,3
breast carcinoma,MIFEPRISTONE,2,Recruiting,NR3C1,3
lymphoma,DEXAMETHASONE,3,Recruiting,NR3C1,3
leprosy,PREDNISOLONE,2,Completed,NR3C1,3
chronic obstructive pulmonary disease,FLUTICASONE PROPIONATE,4,Recruiting,NR3C1,3
diffuse large B-cell lymphoma,PREDNISONE,3,"Active, not recruiting",NR3C1,3
Chemotherapy-induced nausea and vomiting,DEXAMETHASONE,2,Completed,NR3C1,3
allergic conjunctivitis,LOTEPREDNOL ETABONATE,4,n/a,NR3C1,3
leukemia,METHYLPREDNISOLONE,1,Completed,NR3C1,3
unipolar depression,ORG-34517,2,Completed,NR3C1,3
lupus nephritis,PREDNISONE,2,Completed,NR3C1,3
non-Hodgkins lymphoma,PREDNISONE,3,"Active, not recruiting",NR3C1,3
lung carcinoma,BUDESONIDE,2,Completed,NR3C1,3
prostate adenocarcinoma,PREDNISONE,2,Recruiting,NR3C1,3
prostate adenocarcinoma,PREDNISONE,2,Terminated,NR3C1,3
prostate carcinoma,PREDNISONE,1,"Active, not recruiting",NR3C1,3
prostate carcinoma,PREDNISOLONE,4,Completed,NR3C1,3
prostate carcinoma,PREDNISOLONE,3,Completed,NR3C1,3
prostate adenocarcinoma,PREDNISONE,3,"Active, not recruiting",NR3C1,3
prostate adenocarcinoma,PREDNISONE,3,Not yet recruiting,NR3C1,3
non-Hodgkins lymphoma,PREDNISONE,2,Completed,NR3C1,3
acute lymphoblastic leukemia,PREDNISOLONE,4,Unknown status,NR3C1,3
chronic kidney disease,PREDNISONE,4,Completed,NR3C1,3
prostate carcinoma,HYDROCORTISONE,2,Terminated,NR3C1,3
chronic kidney disease,METHYLPREDNISOLONE,4,Completed,NR3C1,3
non-Hodgkins lymphoma,PREDNISONE,1,Recruiting,NR3C1,3
prostate carcinoma,DEXAMETHASONE,2,Terminated,NR3C1,3
acute lymphoblastic leukemia,PREDNISONE,3,Recruiting,NR3C1,3
prostate carcinoma,HYDROCORTISONE,2,Completed,NR3C1,3
lupus nephritis,PREDNISONE,3,Completed,NR3C1,3
non-Hodgkins lymphoma,PREDNISONE,3,Completed,NR3C1,3
chronic lymphocytic leukemia,METHYLPREDNISOLONE,2,"Active, not recruiting",NR3C1,3
leukemia,PREDNISOLONE,2,Unknown status,NR3C1,3
primary myelofibrosis,PREDNISONE,2,Completed,NR3C1,3
psoriasis,BETAMETHASONE VALERATE,1,Completed,NR3C1,3
diabetic macular edema,TRIAMCINOLONE ACETONIDE,3,Unknown status,NR3C1,3
proctitis,BUDESONIDE,3,Completed,NR3C1,3
leukemia,METHYLPREDNISOLONE,2,Unknown status,NR3C1,3
unspecified peripheral T-cell lymphoma,PREDNISONE,2,Recruiting,NR3C1,3
psoriasis,BETAMETHASONE,3,Completed,NR3C1,3
chronic obstructive pulmonary disease,BUDESONIDE,4,Recruiting,NR3C1,3
acute graft vs. host disease,PREDNISONE,2,Completed,NR3C1,3
uveitis,PREDNISONE,3,Completed,NR3C1,3
acute graft vs. host disease,PREDNISONE,3,Recruiting,NR3C1,3
prostate carcinoma,PREDNISONE,3,Recruiting,NR3C1,3
acute lymphoblastic leukemia,DEXAMETHASONE,1,Terminated,NR3C1,3
acute lymphoblastic leukemia,DEXAMETHASONE,2,"Active, not recruiting",NR3C1,3
multiple myeloma,DEXAMETHASONE,4,Recruiting,NR3C1,3
acute lymphoblastic leukemia,DEXAMETHASONE,3,Completed,NR3C1,3
lymphoid leukemia,DEXAMETHASONE,2,Recruiting,NR3C1,3
prostate carcinoma,PREDNISONE,3,"Active, not recruiting",NR3C1,3
anterior uveitis,PREDNISOLONE ACETATE,3,Completed,NR3C1,3
osteoarthritis,DEXAMETHASONE,4,Completed,NR3C1,3
acute myeloid leukemia,DEXAMETHASONE,1,Recruiting,NR3C1,3
gout,TRIAMCINOLONE ACETONIDE,3,Completed,NR3C1,3
Hodgkins lymphoma,PREDNISONE,3,Completed,NR3C1,3
Mantle cell lymphoma,PREDNISONE,2,"Active, not recruiting",NR3C1,3
diabetic macular edema,FLUOCINOLONE ACETONIDE,3,Completed,NR3C1,3
rheumatoid arthritis,METHYLPREDNISOLONE,2,Terminated,NR3C1,3
autoimmune thrombocytopenic purpura,DEXAMETHASONE,2,Completed,NR3C1,3
Hodgkins lymphoma,PREDNISONE,2,Recruiting,NR3C1,3
asthma,FLUTICASONE PROPIONATE,3,Withdrawn,NR3C1,3
neoplasm of mature B-cells,PREDNISONE,2,Recruiting,NR3C1,3
neoplasm of mature B-cells,PREDNISONE,2,Completed,NR3C1,3
rheumatoid arthritis,METHYLPREDNISOLONE ACETATE,4,n/a,NR3C1,3
otitis externa,DEXAMETHASONE,3,Terminated,NR3C1,3
collagenous colitis,BUDESONIDE,3,Completed,NR3C1,3
multiple myeloma,METHYLPREDNISOLONE,2,Completed,NR3C1,3
asthma,FLUTICASONE PROPIONATE,2,Terminated,NR3C1,3
neoplasm of mature B-cells,PREDNISOLONE,3,"Active, not recruiting",NR3C1,3
pain,DEXAMETHASONE,3,"Active, not recruiting",NR3C1,3
seasonal allergic rhinitis,BUDESONIDE,2,Completed,NR3C1,3
rheumatoid arthritis,PREDNISOLONE,4,Recruiting,NR3C1,3
atopic eczema,DESONIDE,4,n/a,NR3C1,3
metastatic prostate cancer,PREDNISONE,2,Not yet recruiting,NR3C1,3
asthma,BUDESONIDE,4,Terminated,NR3C1,3
Nasal Cavity Polyp,FLUTICASONE PROPIONATE,3,Completed,NR3C1,3
asthma,BUDESONIDE,4,Withdrawn,NR3C1,3
"Hepatitis, Alcoholic",PREDNISOLONE,2,Completed,NR3C1,3
lymphoma,PREDNISONE,2,Recruiting,NR3C1,3
lymphoma,PREDNISONE,3,Terminated,NR3C1,3
inflammation,LOTEPREDNOL ETABONATE,3,Completed,NR3C1,3
sinusitis,MOMETASONE FUROATE,2,Completed,NR3C1,3
asthma,DEXAMETHASONE,4,n/a,NR3C1,3
lymphoma,PREDNISONE,2,Withdrawn,NR3C1,3
Hodgkins lymphoma,PREDNISONE,3,Recruiting,NR3C1,3
neoplasm of mature B-cells,PREDNISONE,1,Recruiting,NR3C1,3
diabetic macular edema,DEXAMETHASONE,4,Completed,NR3C1,3
Mantle cell lymphoma,DEXAMETHASONE,2,Completed,NR3C1,3
