disease,drug,phase,status,target,num_ev_strings
periodontitis,ASPIRIN,2,Recruiting,PTGS1,2
pain,ACETAMINOPHEN,4,Enrolling by invitation,PTGS1,2
pain,IBUPROFEN,4,Not yet recruiting,PTGS1,2
"osteoarthritis, hip",IBUPROFEN,4,Completed,PTGS1,2
osteoarthritis,KETOROLAC,4,Completed,PTGS1,2
osteoarthritis,KETOPROFEN,3,Completed,PTGS1,2
osteoarthritis,KETOPROFEN,2,Completed,PTGS1,2
gastric ulcer,ASPIRIN,3,Completed,PTGS1,2
osteoarthritis,IBUPROFEN,2,Completed,PTGS1,2
osteoarthritis,IBUPROFEN,1,Completed,PTGS1,2
gout,INDOMETHACIN,3,Completed,PTGS1,2
osteoarthritis,ACETAMINOPHEN,4,Recruiting,PTGS1,2
gout,NAPROXEN,4,Completed,PTGS1,2
osteoarthritis,ACETAMINOPHEN,2,Completed,PTGS1,2
heart disease,ASPIRIN,4,Completed,PTGS1,2
non-small cell lung carcinoma,ASPIRIN,2,Not yet recruiting,PTGS1,2
myocardial infarction,ASPIRIN,4,Completed,PTGS1,2
infertility,ASPIRIN,3,Completed,PTGS1,2
inflammation,BROMFENAC,3,Completed,PTGS1,2
inflammation,BROMFENAC,4,Completed,PTGS1,2
inflammation,KETOROLAC,4,Completed,PTGS1,2
inflammation,NEPAFENAC,3,Completed,PTGS1,2
multiple myeloma,ACETAMINOPHEN,2,Completed,PTGS1,2
injury,ACETAMINOPHEN,2,Completed,PTGS1,2
injury,ACETAMINOPHEN,2,Recruiting,PTGS1,2
migraine disorder,KETOROLAC,4,Completed,PTGS1,2
juvenile idiopathic arthritis,NAPROXEN,4,Completed,PTGS1,2
migraine disorder,DICLOFENAC,4,n/a,PTGS1,2
migraine disorder,DEXKETOPROFEN,4,Completed,PTGS1,2
osteoarthritis,NAPROXCINOD,3,Completed,PTGS1,2
"osteoarthritis, hip",NAPROXEN,3,Completed,PTGS1,2
pain,IBUPROFEN,3,Terminated,PTGS1,2
esophageal carcinoma,ASPIRIN,3,Unknown status,PTGS1,2
pain,IBUPROFEN,3,Recruiting,PTGS1,2
pain,FLURBIPROFEN,4,Unknown status,PTGS1,2
pain,FLURBIPROFEN,2,Completed,PTGS1,2
pain,DICLOFENAC,4,Recruiting,PTGS1,2
coronary artery disease,ASPIRIN,1,Completed,PTGS1,2
coronary artery disease,ASPIRIN,2,Completed,PTGS1,2
coronary artery disease,ASPIRIN,3,Unknown status,PTGS1,2
coronary artery disease,ASPIRIN,4,"Active, not recruiting",PTGS1,2
coronary artery disease,ASPIRIN,4,Enrolling by invitation,PTGS1,2
pain,DEXKETOPROFEN,3,Completed,PTGS1,2
coronary heart disease,ASPIRIN,4,Completed,PTGS1,2
pain,ASPIRIN,4,Completed,PTGS1,2
pain,ASPIRIN,1,Completed,PTGS1,2
pregnancy,ASPIRIN,4,Unknown status,PTGS1,2
pain,ACETAMINOPHEN,3,Not yet recruiting,PTGS1,2
pain,ACETAMINOPHEN,3,"Active, not recruiting",PTGS1,2
pain,ACETAMINOPHEN,2,Unknown status,PTGS1,2
pain,ACETAMINOPHEN,2,Terminated,PTGS1,2
digestive system disease,ASPIRIN,1,Completed,PTGS1,2
diverticulitis,MESALAMINE,3,Terminated,PTGS1,2
dysmenorrhea,ACETAMINOPHEN,4,n/a,PTGS1,2
dysmenorrhea,IBUPROFEN,3,Terminated,PTGS1,2
dysmenorrhea,MEFENAMIC ACID,2,Completed,PTGS1,2
"osteoarthritis, knee",DICLOFENAC,2,Completed,PTGS1,2
dysmenorrhea,PIROXICAM,4,Completed,PTGS1,2
arthritis,ACETAMINOPHEN,4,n/a,PTGS1,2
pain,KETOROLAC,1,Terminated,PTGS1,2
ankylosing spondylitis,DICLOFENAC,3,Completed,PTGS1,2
Menorrhagia,NAPROXEN,4,Completed,PTGS1,2
Sciatica,ACETAMINOPHEN,4,Unknown status,PTGS1,2
Renal Colic,KETOROLAC,4,Unknown status,PTGS1,2
Ischemic stroke,ASPIRIN,1,Withdrawn,PTGS1,2
ulcerative colitis,MESALAMINE,3,Terminated,PTGS1,2
Ischemic stroke,ASPIRIN,2,Completed,PTGS1,2
Ischemic stroke,ASPIRIN,3,Completed,PTGS1,2
acute coronary syndrome,ASPIRIN,1,Terminated,PTGS1,2
ankylosing spondylitis,DICLOFENAC,4,Completed,PTGS1,2
psoriatic arthritis,SULFASALAZINE,4,Not yet recruiting,PTGS1,2
rheumatoid arthritis,SULFASALAZINE,4,Unknown status,PTGS1,2
Disorder of lipid metabolism,ASPIRIN,3,Completed,PTGS1,2
Peptic ulcer,IBUPROFEN,3,Completed,PTGS1,2
Peptic ulcer,ASPIRIN,4,Completed,PTGS1,2
ankylosing spondylitis,SULFASALAZINE,2,Unknown status,PTGS1,2
Patent ductus arteriosus,INDOMETHACIN,3,Completed,PTGS1,2
ulcerative colitis,MESALAMINE,2,Unknown status,PTGS1,2
pulpitis,ACETAMINOPHEN,2,Completed,PTGS1,2
ulcerative colitis,MESALAMINE,2,Recruiting,PTGS1,2
acute pancreatitis,INDOMETHACIN,3,Completed,PTGS1,2
acute coronary syndrome,ASPIRIN,4,Recruiting,PTGS1,2
acute coronary syndrome,ASPIRIN,1,Completed,PTGS1,2
rheumatic disease,DICLOFENAC,4,n/a,PTGS1,2
rheumatic disease,IBUPROFEN,4,n/a,PTGS1,2
rheumatic disease,INDOMETHACIN,4,n/a,PTGS1,2
rheumatic disease,KETOPROFEN,4,n/a,PTGS1,2
acute pancreatitis,INDOMETHACIN,3,Recruiting,PTGS1,2
rheumatoid arthritis,DICLOFENAC,4,Completed,PTGS1,2
ulcerative colitis,BALSALAZIDE,3,Completed,PTGS1,2
alcohol dependence,ACETAMINOPHEN,4,Completed,PTGS1,2
rheumatoid arthritis,ACETAMINOPHEN,4,Completed,PTGS1,2
rheumatoid arthritis,DICLOFENAC,3,Completed,PTGS1,2
ulcerative colitis,MESALAMINE,2,Completed,PTGS1,2
pulpitis,DICLOFENAC,2,Completed,PTGS1,2
prostate carcinoma,ASPIRIN,2,"Active, not recruiting",PTGS1,2
acute coronary syndrome,ASPIRIN,2,Completed,PTGS1,2
Patent ductus arteriosus,IBUPROFEN,4,Completed,PTGS1,2
sprain,KETOPROFEN,3,Completed,PTGS1,2
Crohn's disease,MESALAMINE,3,Terminated,PTGS1,2
Crohn's disease,MESALAMINE,2,Unknown status,PTGS1,2
Crohn's disease,AMINOSALICYLIC ACID,2,Terminated,PTGS1,2
proctitis,MESALAMINE,3,Terminated,PTGS1,2
Patent ductus arteriosus,IBUPROFEN,1,Recruiting,PTGS1,2
Myocardial Ischemia,ASPIRIN,3,Completed,PTGS1,2
type II diabetes mellitus,ASPIRIN,3,"Active, not recruiting",PTGS1,1
type II diabetes mellitus,ASPIRIN,4,Completed,PTGS1,1
osteoarthritis,ACETAMINOPHEN,1,Completed,PTGS1,1
type II diabetes mellitus,DIFLUNISAL,2,Completed,PTGS1,1
osteoarthritis,ACETAMINOPHEN,2,Recruiting,PTGS1,1
osteoarthritis,DICLOFENAC,3,Recruiting,PTGS1,1
type I diabetes mellitus,ASPIRIN,4,Completed,PTGS1,1
type II diabetes mellitus,ASPIRIN,4,Terminated,PTGS1,1
"osteoarthritis, hip",NAPROXEN,3,Recruiting,PTGS1,1
sprain,KETOPROFEN,4,Unknown status,PTGS1,1
type II diabetes mellitus,ASPIRIN,4,Recruiting,PTGS1,1
type I diabetes mellitus,IBUPROFEN,2,Completed,PTGS1,1
type II diabetes mellitus,ASPIRIN,4,Not yet recruiting,PTGS1,1
orthostatic hypotension,INDOMETHACIN,1,Completed,PTGS1,1
osteoarthritis,ACETAMINOPHEN,3,Withdrawn,PTGS1,1
type II diabetes mellitus,ACETAMINOPHEN,1,Completed,PTGS1,1
type II diabetes mellitus,ACETAMINOPHEN,4,Completed,PTGS1,1
sunburn,IBUPROFEN,2,Recruiting,PTGS1,1
sprain,KETOPROFEN,4,Completed,PTGS1,1
orthostatic hypotension,IBUPROFEN,1,Completed,PTGS1,1
obesity,IBUPROFEN,4,Completed,PTGS1,1
"osteoarthritis, knee",DICLOFENAC,2,Recruiting,PTGS1,1
non-small cell lung carcinoma,ASPIRIN,2,Unknown status,PTGS1,1
non-small cell lung carcinoma,ASPIRIN,3,Withdrawn,PTGS1,1
non-small cell lung carcinoma,FLURBIPROFEN,4,Terminated,PTGS1,1
sprain,DICLOFENAC,4,Withdrawn,PTGS1,1
sprain,IBUPROFEN,3,Unknown status,PTGS1,1
sprain,INDOMETHACIN,4,Completed,PTGS1,1
obesity,ACETAMINOPHEN,3,Recruiting,PTGS1,1
obesity,ACETAMINOPHEN,4,Completed,PTGS1,1
"osteoarthritis, knee",DEXIBUPROFEN,4,Completed,PTGS1,1
type I diabetes mellitus,ASPIRIN,2,Completed,PTGS1,1
obstructive sleep apnea,IBUPROFEN,3,Unknown status,PTGS1,1
obstructive sleep apnea,KETOROLAC,4,Recruiting,PTGS1,1
opioid dependence,ACETAMINOPHEN,4,Enrolling by invitation,PTGS1,1
opioid dependence,IBUPROFEN,4,Enrolling by invitation,PTGS1,1
opioid dependence,KETOROLAC,4,Recruiting,PTGS1,1
oral squamous cell carcinoma,INDOMETHACIN,2,"Active, not recruiting",PTGS1,1
type II diabetes mellitus,FLURBIPROFEN,1,Completed,PTGS1,1
oral squamous cell carcinoma,INDOMETHACIN,3,"Active, not recruiting",PTGS1,1
"osteoarthritis, knee",ACETAMINOPHEN,3,Completed,PTGS1,1
osteoarthritis,DICLOFENAC,3,Terminated,PTGS1,1
stomatitis,BENZYDAMINE,3,Completed,PTGS1,1
osteoarthritis,DICLOFENAC,4,Recruiting,PTGS1,1
systemic lupus erythematosus,ASPIRIN,2,Completed,PTGS1,1
osteoarthritis,KETOPROFEN,3,Terminated,PTGS1,1
thrombophilia,ASPIRIN,3,Unknown status,PTGS1,1
osteoarthritis,KETOROLAC,2,Completed,PTGS1,1
streptococcal infection,IBUPROFEN,4,Completed,PTGS1,1
temporomandibular joint disorder,IBUPROFEN,1,Completed,PTGS1,1
stroke,ASPIRIN,1,Unknown status,PTGS1,1
osteoarthritis,NAPROXEN,2,Recruiting,PTGS1,1
systemic scleroderma,ASPIRIN,4,Enrolling by invitation,PTGS1,1
osteoarthritis,KETOROLAC,4,Enrolling by invitation,PTGS1,1
squamous cell carcinoma,ASPIRIN,3,Unknown status,PTGS1,1
stroke,ASPIRIN,4,Not yet recruiting,PTGS1,1
osteoarthritis,KETOROLAC,4,Unknown status,PTGS1,1
osteoarthritis,KETOROLAC,4,Withdrawn,PTGS1,1
systemic lupus erythematosus,ASPIRIN,1,Completed,PTGS1,1
stroke,ASPIRIN,4,Recruiting,PTGS1,1
systemic lupus erythematosus,ACETAMINOPHEN,3,Terminated,PTGS1,1
osteoarthritis,NAPROXEN,0,Completed,PTGS1,1
sunburn,DICLOFENAC,3,Completed,PTGS1,1
thrombophilia,ASPIRIN,4,Recruiting,PTGS1,1
streptococcal infection,ACETAMINOPHEN,4,Completed,PTGS1,1
tonsillitis,ACETAMINOPHEN,2,Completed,PTGS1,1
tonsillitis,ACETAMINOPHEN,4,Recruiting,PTGS1,1
type I diabetes mellitus,ACETAMINOPHEN,2,Completed,PTGS1,1
systemic lupus erythematosus,ACETAMINOPHEN,2,Completed,PTGS1,1
"osteoarthritis, hip",NAPROXCINOD,3,Completed,PTGS1,1
streptococcal infection,ACETAMINOPHEN,3,Completed,PTGS1,1
"osteoarthritis, hip",DICLOFENAC,4,Completed,PTGS1,1
"osteoarthritis, hip",DICLOFENAC,3,Recruiting,PTGS1,1
"osteoarthritis, hip",DEXIBUPROFEN,4,Completed,PTGS1,1
tooth disease,IBUPROFEN,2,Unknown status,PTGS1,1
tooth disease,DICLOFENAC,4,Completed,PTGS1,1
"osteoarthritis, hip",ACETAMINOPHEN,3,Completed,PTGS1,1
osteoarthritis,PIROXICAM,4,n/a,PTGS1,1
osteoarthritis,IBUPROFEN,3,Withdrawn,PTGS1,1
tooth disease,ACETAMINOPHEN,0,Completed,PTGS1,1
tonsillitis,KETOPROFEN,4,Terminated,PTGS1,1
osteoarthritis,NAPROXEN ETEMESIL,2,Completed,PTGS1,1
osteoarthritis,NAPROXEN,4,Unknown status,PTGS1,1
osteoarthritis,INDOMETHACIN,4,Completed,PTGS1,1
premature birth,INDOMETHACIN,0,Not yet recruiting,PTGS1,1
neuropathic pain,KETOPROFEN,4,Recruiting,PTGS1,1
ulcerative colitis,AMINOSALICYLIC ACID,2,Completed,PTGS1,1
migraine disorder,KETOROLAC,3,Recruiting,PTGS1,1
migraine disorder,KETOROLAC,4,Recruiting,PTGS1,1
uterine fibroid,ACETAMINOPHEN,4,Completed,PTGS1,1
migraine disorder,KETOROLAC,4,Unknown status,PTGS1,1
migraine disorder,KETOROLAC,4,Withdrawn,PTGS1,1
migraine disorder,NAPROXEN,1,Completed,PTGS1,1
migraine disorder,NAPROXEN,2,Completed,PTGS1,1
urinary tract infection,IBUPROFEN,4,Completed,PTGS1,1
migraine disorder,NAPROXEN,3,Withdrawn,PTGS1,1
urinary tract infection,DICLOFENAC,4,Terminated,PTGS1,1
unipolar depression,KETOPROFEN,1,Completed,PTGS1,1
migraine with aura,KETOROLAC,4,Completed,PTGS1,1
migraine without aura,KETOROLAC,4,Completed,PTGS1,1
morbid obesity,ACETAMINOPHEN,0,Not yet recruiting,PTGS1,1
morbid obesity,ACETAMINOPHEN,1,Completed,PTGS1,1
morbid obesity,ACETAMINOPHEN,4,Completed,PTGS1,1
morbid obesity,ACETAMINOPHEN,4,Unknown status,PTGS1,1
morbid obesity,IBUPROFEN,4,Completed,PTGS1,1
mucocutaneous lymph node syndrome,ASPIRIN,4,Recruiting,PTGS1,1
mucositis,ACETAMINOPHEN,2,Completed,PTGS1,1
unipolar depression,IBUPROFEN,2,Completed,PTGS1,1
multiple myeloma,ACETAMINOPHEN,1,"Active, not recruiting",PTGS1,1
unipolar depression,DICLOFENAC,1,Withdrawn,PTGS1,1
unipolar depression,ASPIRIN,2,Recruiting,PTGS1,1
uterine fibroid,IBUPROFEN,4,Completed,PTGS1,1
migraine disorder,KETOROLAC,2,Completed,PTGS1,1
ulcerative colitis,ASPIRIN,3,Completed,PTGS1,1
migraine disorder,KETOROLAC,1,Recruiting,PTGS1,1
metabolic syndrome,ASPIRIN,2,Completed,PTGS1,1
metastatic prostate cancer,INDOMETHACIN,1,Recruiting,PTGS1,1
viral conjunctivitis,KETOROLAC,2,Completed,PTGS1,1
migraine disorder,ACETAMINOPHEN,3,Not yet recruiting,PTGS1,1
ventricular tachycardia,ASPIRIN,4,Terminated,PTGS1,1
migraine disorder,ACETAMINOPHEN,4,Terminated,PTGS1,1
venous thromboembolism,ASPIRIN,3,Completed,PTGS1,1
venous thromboembolism,ASPIRIN,2,Completed,PTGS1,1
migraine disorder,ASPIRIN,4,Completed,PTGS1,1
migraine disorder,ASPIRIN,4,Terminated,PTGS1,1
vasculitis,IBUPROFEN,3,Not yet recruiting,PTGS1,1
vascular disease,ASPIRIN,3,Unknown status,PTGS1,1
migraine disorder,DICLOFENAC,4,Completed,PTGS1,1
migraine disorder,DICLOFENAC,4,Unknown status,PTGS1,1
vaginal inflammation,NAPROXEN,4,n/a,PTGS1,1
migraine disorder,IBUPROFEN,2,Completed,PTGS1,1
vaginal inflammation,IBUPROFEN,4,n/a,PTGS1,1
migraine disorder,IBUPROFEN,4,Unknown status,PTGS1,1
vaginal inflammation,BENZYDAMINE,4,n/a,PTGS1,1
uveitis,NEPAFENAC,4,Recruiting,PTGS1,1
migraine disorder,KETOPROFEN,3,Completed,PTGS1,1
migraine disorder,KETOPROFEN,3,Unknown status,PTGS1,1
migraine disorder,KETOPROFEN,3,Withdrawn,PTGS1,1
multiple myeloma,ACETAMINOPHEN,3,Recruiting,PTGS1,1
ulcerative colitis,MESALAMINE,4,Recruiting,PTGS1,1
multiple myeloma,ASPIRIN,2,Not yet recruiting,PTGS1,1
multiple myeloma,ASPIRIN,2,Unknown status,PTGS1,1
neoplasm,ACETAMINOPHEN,1,Recruiting,PTGS1,1
neoplasm,ACETAMINOPHEN,2,Withdrawn,PTGS1,1
neoplasm,ACETAMINOPHEN,4,Completed,PTGS1,1
neoplasm,ASPIRIN,2,Unknown status,PTGS1,1
neoplasm,DEXKETOPROFEN,4,Unknown status,PTGS1,1
neoplasm,DICLOFENAC,1,Completed,PTGS1,1
neoplasm,SULINDAC,2,"Active, not recruiting",PTGS1,1
neoplasm of mature B-cells,ACETAMINOPHEN,2,"Active, not recruiting",PTGS1,1
nephrolithiasis,ACETAMINOPHEN,3,Recruiting,PTGS1,1
nephrolithiasis,ACETAMINOPHEN,4,Unknown status,PTGS1,1
nephrolithiasis,KETOROLAC,3,Recruiting,PTGS1,1
neuropathic pain,ACETAMINOPHEN,2,Recruiting,PTGS1,1
neuropathic pain,ACETAMINOPHEN,2,Unknown status,PTGS1,1
neuropathic pain,ACETAMINOPHEN,4,Not yet recruiting,PTGS1,1
neuropathic pain,ACETAMINOPHEN,4,Recruiting,PTGS1,1
neuropathic pain,KETOPROFEN,4,Not yet recruiting,PTGS1,1
