disease,drug,phase,status,target,num_ev_strings
prostate carcinoma,MITOXANTRONE,2,Completed,TOP2A,9
small cell lung carcinoma,ETOPOSIDE,1,Terminated,TOP2A,8
central nervous system cancer,ETOPOSIDE,2,Completed,TOP2A,8
leukemia,DAUNORUBICIN,1,Completed,TOP2A,8
lymphoma,MITOXANTRONE,3,Completed,TOP2A,8
neuroblastoma,ETOPOSIDE,3,Completed,TOP2A,8
multiple myeloma,ETOPOSIDE,2,Completed,TOP2A,8
diffuse large B-cell lymphoma,ETOPOSIDE,2,Recruiting,TOP2A,8
lymphoma,ETOPOSIDE,2,"Active, not recruiting",TOP2A,8
leukemia,ETOPOSIDE,3,Unknown status,TOP2A,8
non-Hodgkins lymphoma,ETOPOSIDE,2,Terminated,TOP2A,8
non-Hodgkins lymphoma,ETOPOSIDE,2,Completed,TOP2A,8
hepatocellular carcinoma,DOXORUBICIN,2,Unknown status,TOP2A,8
acute myeloid leukemia,MITOXANTRONE,2,Recruiting,TOP2A,8
ovarian carcinoma,DOXORUBICIN,1,Completed,TOP2A,8
acute myeloid leukemia,DAUNORUBICIN,1,Completed,TOP2A,8
acute myeloid leukemia,DAUNORUBICIN,2,"Active, not recruiting",TOP2A,8
lung carcinoma,ETOPOSIDE,1,Completed,TOP2A,8
leukemia,IDARUBICIN,3,Completed,TOP2A,7
sarcoma,DOXORUBICIN,2,Terminated,TOP2A,7
small cell lung carcinoma,ETOPOSIDE,3,Completed,TOP2A,7
Hodgkins lymphoma,DOXORUBICIN,2,Completed,TOP2A,7
diffuse large B-cell lymphoma,ETOPOSIDE,2,Completed,TOP2A,7
acute myeloid leukemia,IDARUBICIN,1,"Active, not recruiting",TOP2A,7
neuroblastoma,DOXORUBICIN,3,Completed,TOP2A,7
diffuse large B-cell lymphoma,DOXORUBICIN,3,Recruiting,TOP2A,7
acute lymphoblastic leukemia,DOXORUBICIN,2,Recruiting,TOP2A,7
diffuse large B-cell lymphoma,DOXORUBICIN,2,Recruiting,TOP2A,7
Hodgkins lymphoma,DOXORUBICIN,3,Completed,TOP2A,7
leukemia,MITOXANTRONE,1,Completed,TOP2A,7
cancer,DOXORUBICIN,1,Completed,TOP2A,7
acute lymphoblastic leukemia,DAUNORUBICIN,4,Completed,TOP2A,7
acute myeloid leukemia,MITOXANTRONE,1,"Active, not recruiting",TOP2A,7
ovarian carcinoma,DOXORUBICIN,1,Terminated,TOP2A,7
leukemia,IDARUBICIN,1,Completed,TOP2A,7
diffuse large B-cell lymphoma,DOXORUBICIN,1,Recruiting,TOP2A,6
acute myeloid leukemia,MITOXANTRONE,3,Recruiting,TOP2A,6
hepatocellular carcinoma,DOXORUBICIN,1,Completed,TOP2A,6
small cell lung carcinoma,ETOPOSIDE,3,"Active, not recruiting",TOP2A,6
ovarian carcinoma,DOXORUBICIN,3,Completed,TOP2A,6
ovarian neoplasm,DOXORUBICIN,2,Completed,TOP2A,6
acute myeloid leukemia,DAUNORUBICIN,2,Recruiting,TOP2A,6
small cell lung carcinoma,ETOPOSIDE,2,Recruiting,TOP2A,6
acute myeloid leukemia,ETOPOSIDE,3,Completed,TOP2A,6
non-Hodgkins lymphoma,DOXORUBICIN,2,Terminated,TOP2A,6
acute myeloid leukemia,DAUNORUBICIN,3,Recruiting,TOP2A,6
acute myeloid leukemia,IDARUBICIN,2,Recruiting,TOP2A,6
prostate carcinoma,ETOPOSIDE,2,Completed,TOP2A,6
diffuse large B-cell lymphoma,DOXORUBICIN,3,Completed,TOP2A,6
acute myeloid leukemia,ETOPOSIDE,2,Recruiting,TOP2A,6
leukemia,IDARUBICIN,3,Unknown status,TOP2A,6
Hodgkins lymphoma,ETOPOSIDE,1,Completed,TOP2A,6
Hodgkins lymphoma,DOXORUBICIN,2,"Active, not recruiting",TOP2A,6
leukemia,MITOXANTRONE,3,Completed,TOP2A,6
Hodgkins lymphoma,ETOPOSIDE,2,Recruiting,TOP2A,6
diffuse large B-cell lymphoma,DOXORUBICIN,2,Terminated,TOP2A,5
neuroblastoma,ETOPOSIDE,1,Completed,TOP2A,5
diffuse large B-cell lymphoma,DOXORUBICIN,2,"Active, not recruiting",TOP2A,5
breast carcinoma,DOXORUBICIN,1,Terminated,TOP2A,5
lung carcinoma,ETOPOSIDE,3,Unknown status,TOP2A,5
breast carcinoma,DOXORUBICIN,2,Withdrawn,TOP2A,5
acute lymphoblastic leukemia,ETOPOSIDE,3,Recruiting,TOP2A,5
breast carcinoma,DOXORUBICIN,3,Recruiting,TOP2A,5
prostate carcinoma,DOXORUBICIN,1,Completed,TOP2A,5
Hodgkins lymphoma,ETOPOSIDE,2,Completed,TOP2A,5
breast carcinoma,ETOPOSIDE,2,Completed,TOP2A,5
acute lymphoblastic leukemia,ETOPOSIDE,2,Completed,TOP2A,5
acute lymphoblastic leukemia,DOXORUBICIN,4,Completed,TOP2A,5
non-small cell lung carcinoma,ETOPOSIDE,1,Terminated,TOP2A,5
acute lymphoblastic leukemia,DOXORUBICIN,2,Completed,TOP2A,5
small cell lung carcinoma,ETOPOSIDE,1,"Active, not recruiting",TOP2A,5
myelodysplastic syndrome,ETOPOSIDE,1,Completed,TOP2A,5
acute myeloid leukemia,DAUNORUBICIN,1,"Active, not recruiting",TOP2A,5
leukemia,DAUNORUBICIN,3,Unknown status,TOP2A,5
lymphoma,MITOXANTRONE,2,Completed,TOP2A,5
multiple myeloma,DOXORUBICIN,1,Completed,TOP2A,5
lymphoma,ETOPOSIDE,2,Recruiting,TOP2A,5
diffuse large B-cell lymphoma,ETOPOSIDE,2,Terminated,TOP2A,5
neoplasm,ETOPOSIDE,1,Completed,TOP2A,5
prostate carcinoma,DOXORUBICIN,2,Completed,TOP2A,5
lymphoma,DOXORUBICIN,3,Terminated,TOP2A,5
bladder carcinoma,DOXORUBICIN,2,Completed,TOP2A,5
diffuse large B-cell lymphoma,ETOPOSIDE,1,Completed,TOP2A,5
lymphoma,DAUNORUBICIN,3,Unknown status,TOP2A,4
breast neoplasm,DOXORUBICIN,3,Completed,TOP2A,4
acute myeloid leukemia,ETOPOSIDE,3,"Active, not recruiting",TOP2A,4
acute myeloid leukemia,ETOPOSIDE,1,"Active, not recruiting",TOP2A,4
acute myeloid leukemia,MITOXANTRONE,3,"Active, not recruiting",TOP2A,4
acute myeloid leukemia,MITOXANTRONE,3,Completed,TOP2A,4
leukemia,MITOXANTRONE,3,Unknown status,TOP2A,4
lymphoma,ETOPOSIDE,3,Terminated,TOP2A,4
acute myeloid leukemia,IDARUBICIN,2,"Active, not recruiting",TOP2A,4
small cell lung carcinoma,ETOPOSIDE,3,Unknown status,TOP2A,4
acute lymphoblastic leukemia,ETOPOSIDE,2,Recruiting,TOP2A,4
lymphoma,ETOPOSIDE,2,Withdrawn,TOP2A,4
sarcoma,DOXORUBICIN,2,Recruiting,TOP2A,4
lymphoma,DOXORUBICIN,2,Recruiting,TOP2A,4
bladder carcinoma,DOXORUBICIN,3,Completed,TOP2A,4
peritoneal neoplasm,DOXORUBICIN,1,Completed,TOP2A,4
lymphoma,DAUNORUBICIN,2,Completed,TOP2A,4
lung carcinoma,ETOPOSIDE,2,Unknown status,TOP2A,4
acute lymphoblastic leukemia,DOXORUBICIN,3,Recruiting,TOP2A,4
multiple myeloma,DOXORUBICIN,2,Terminated,TOP2A,4
Hodgkins lymphoma,DOXORUBICIN,2,Unknown status,TOP2A,4
breast carcinoma,DOXORUBICIN,1,Withdrawn,TOP2A,4
acute myeloid leukemia,DAUNORUBICIN,2,Completed,TOP2A,4
multiple myeloma,DOXORUBICIN,3,Unknown status,TOP2A,4
ovarian carcinoma,DOXORUBICIN,2,Terminated,TOP2A,4
lymphoma,DOXORUBICIN,2,Withdrawn,TOP2A,4
unspecified peripheral T-cell lymphoma,DOXORUBICIN,2,Completed,TOP2A,4
breast carcinoma,DOXORUBICIN,3,Terminated,TOP2A,4
ovarian carcinoma,DOXORUBICIN,1,Recruiting,TOP2A,4
acute myeloid leukemia,ETOPOSIDE,2,Completed,TOP2A,4
sarcoma,ETOPOSIDE,2,Completed,TOP2A,4
diffuse large B-cell lymphoma,DOXORUBICIN,1,Completed,TOP2A,4
Mantle cell lymphoma,DOXORUBICIN,2,"Active, not recruiting",TOP2A,4
"Lymphoma, AIDS-Related",ETOPOSIDE,2,Completed,TOP2A,4
leukemia,DAUNORUBICIN,2,Unknown status,TOP2A,4
Mantle cell lymphoma,DOXORUBICIN,2,Completed,TOP2A,4
diffuse large B-cell lymphoma,ETOPOSIDE,2,"Active, not recruiting",TOP2A,4
endometrial neoplasm,DOXORUBICIN,2,Completed,TOP2A,4
diffuse large B-cell lymphoma,ETOPOSIDE,1,Withdrawn,TOP2A,4
acute lymphoblastic leukemia,DAUNORUBICIN,2,Completed,TOP2A,4
small cell lung carcinoma,AMRUBICIN,2,Completed,TOP2A,4
leukemia,DOXORUBICIN,3,"Active, not recruiting",TOP2A,4
diffuse large B-cell lymphoma,ETOPOSIDE,1,Recruiting,TOP2A,4
leukemia,ETOPOSIDE,2,Recruiting,TOP2A,4
acute lymphoblastic leukemia,DAUNORUBICIN,3,Recruiting,TOP2A,4
non-Hodgkins lymphoma,DOXORUBICIN,3,"Active, not recruiting",TOP2A,4
acute lymphoblastic leukemia,DOXORUBICIN,1,Completed,TOP2A,4
non-small cell lung carcinoma,ETOPOSIDE,2,Completed,TOP2A,4
leukemia,DOXORUBICIN,2,Recruiting,TOP2A,4
soft tissue sarcoma,DOXORUBICIN,1,Completed,TOP2A,4
leukemia,IDARUBICIN,2,Unknown status,TOP2A,4
non-Hodgkins lymphoma,MITOXANTRONE,2,Completed,TOP2A,4
neoplasm,ALDOXORUBICIN,1,Completed,TOP2A,4
leukemia,IDARUBICIN,2,"Active, not recruiting",TOP2A,4
diffuse large B-cell lymphoma,DOXORUBICIN,2,Unknown status,TOP2A,4
"Lymphoma, AIDS-Related",DOXORUBICIN,2,Completed,TOP2A,4
multiple myeloma,DOXORUBICIN,2,Unknown status,TOP2A,3
leukemia,DAUNORUBICIN,2,Recruiting,TOP2A,3
leukemia,DAUNORUBICIN,3,"Active, not recruiting",TOP2A,3
acute myeloid leukemia,MITOXANTRONE,1,Recruiting,TOP2A,3
acute myeloid leukemia,MITOXANTRONE,1,Terminated,TOP2A,3
acute myeloid leukemia,MITOXANTRONE,2,Completed,TOP2A,3
leukemia,DOXORUBICIN,2,"Active, not recruiting",TOP2A,3
myelodysplastic syndrome,IDARUBICIN,2,Completed,TOP2A,3
prostate carcinoma,DOXORUBICIN,2,Terminated,TOP2A,3
lymphoma,ETOPOSIDE PHOSPHATE,2,Completed,TOP2A,3
hepatocellular carcinoma,DOXORUBICIN,3,"Active, not recruiting",TOP2A,3
lymphoma,MITOXANTRONE,3,Unknown status,TOP2A,3
neoplasm of mature B-cells,DOXORUBICIN,2,Completed,TOP2A,3
hepatocellular carcinoma,DOXORUBICIN,3,Completed,TOP2A,3
hepatocellular carcinoma,DOXORUBICIN,3,Unknown status,TOP2A,3
prostate carcinoma,MITOXANTRONE,1,Completed,TOP2A,3
multiple myeloma,DOXORUBICIN,1,Terminated,TOP2A,3
germ cell tumor,ETOPOSIDE,2,"Active, not recruiting",TOP2A,3
acute myeloid leukemia,IDARUBICIN,3,Completed,TOP2A,3
acute myeloid leukemia,IDARUBICIN,1,Withdrawn,TOP2A,3
endometrial neoplasm,DOXORUBICIN,3,Completed,TOP2A,3
lymphoma,ETOPOSIDE,3,"Active, not recruiting",TOP2A,3
lymphoma,ETOPOSIDE,2,Terminated,TOP2A,3
multiple myeloma,DOXORUBICIN,2,Withdrawn,TOP2A,3
acute myeloid leukemia,IDARUBICIN,2,Unknown status,TOP2A,3
lymphoma,ETOPOSIDE,1,"Active, not recruiting",TOP2A,3
neuroblastoma,DOXORUBICIN,1,Completed,TOP2A,3
bladder carcinoma,DOXORUBICIN,2,Terminated,TOP2A,3
diffuse large B-cell lymphoma,DOXORUBICIN,3,Unknown status,TOP2A,3
acute myeloid leukemia,VOSAROXIN,2,Recruiting,TOP2A,3
non-small cell lung carcinoma,ETOPOSIDE,3,Completed,TOP2A,3
leukemia,MITOXANTRONE,2,Unknown status,TOP2A,3
central nervous system cancer,ETOPOSIDE,1,Completed,TOP2A,3
breast carcinoma,MITOXANTRONE,3,Completed,TOP2A,3
breast carcinoma,ETOPOSIDE,2,Terminated,TOP2A,3
non-Hodgkins lymphoma,ETOPOSIDE,2,Recruiting,TOP2A,3
leukemia,ETOPOSIDE,2,Unknown status,TOP2A,3
lung carcinoma,ETOPOSIDE,2,Terminated,TOP2A,3
non-Hodgkins lymphoma,DOXORUBICIN,2,Completed,TOP2A,3
chronic lymphocytic leukemia,ETOPOSIDE,2,Completed,TOP2A,3
non-Hodgkins lymphoma,DOXORUBICIN,1,"Active, not recruiting",TOP2A,3
myelodysplastic syndrome,DAUNORUBICIN,3,Completed,TOP2A,3
neuroblastoma,ETOPOSIDE,3,Unknown status,TOP2A,3
lymphoid leukemia,DOXORUBICIN,2,Recruiting,TOP2A,3
multiple myeloma,ETOPOSIDE,2,Terminated,TOP2A,3
breast carcinoma,DOXORUBICIN,2,Not yet recruiting,TOP2A,3
multiple myeloma,ETOPOSIDE,2,Recruiting,TOP2A,3
neuroblastoma,ETOPOSIDE,2,Recruiting,TOP2A,3
breast carcinoma,DOXORUBICIN,1,Unknown status,TOP2A,3
leukemia,ETOPOSIDE,1,Recruiting,TOP2A,3
multiple myeloma,ETOPOSIDE,1,Completed,TOP2A,3
ovarian carcinoma,DOXORUBICIN,2,Unknown status,TOP2A,3
brain neoplasm,ETOPOSIDE,1,Completed,TOP2A,3
ovarian carcinoma,DOXORUBICIN,3,Unknown status,TOP2A,3
bladder carcinoma,VALRUBICIN,2,Completed,TOP2A,3
osteosarcoma,DOXORUBICIN,2,Completed,TOP2A,3
bladder carcinoma,DOXORUBICIN,1,Completed,TOP2A,3
diffuse large B-cell lymphoma,DOXORUBICIN,3,"Active, not recruiting",TOP2A,3
peritoneal neoplasm,DOXORUBICIN,1,Terminated,TOP2A,3
hepatocellular carcinoma,DOXORUBICIN,2,Terminated,TOP2A,3
leukemia,DOXORUBICIN,3,Unknown status,TOP2A,3
small cell lung carcinoma,ETOPOSIDE,2,Not yet recruiting,TOP2A,3
Fallopian Tube Carcinoma,DOXORUBICIN,1,Terminated,TOP2A,3
Hodgkins lymphoma,DOXORUBICIN,1,Completed,TOP2A,3
Hodgkins lymphoma,DOXORUBICIN,1,Recruiting,TOP2A,3
Hodgkins lymphoma,DOXORUBICIN,3,"Active, not recruiting",TOP2A,3
Hodgkins lymphoma,DOXORUBICIN,3,Recruiting,TOP2A,3
transitional cell carcinoma of kidney,DOXORUBICIN,1,Completed,TOP2A,3
Hodgkins lymphoma,ETOPOSIDE,1,Recruiting,TOP2A,3
Hodgkins lymphoma,ETOPOSIDE,2,"Active, not recruiting",TOP2A,3
soft tissue sarcoma,DOXORUBICIN,2,Recruiting,TOP2A,3
Mantle cell lymphoma,ETOPOSIDE,2,Recruiting,TOP2A,3
acute myeloid leukemia,ETOPOSIDE,1,Terminated,TOP2A,3
small cell lung carcinoma,ETOPOSIDE,2,"Active, not recruiting",TOP2A,3
acute lymphoblastic leukemia,ETOPOSIDE,4,Completed,TOP2A,3
acute lymphoblastic leukemia,ETOPOSIDE,3,Unknown status,TOP2A,3
sarcoma,DOXORUBICIN,2,Unknown status,TOP2A,3
sarcoma,ETOPOSIDE,3,Unknown status,TOP2A,3
sarcoma,ETOPOSIDE,3,Completed,TOP2A,3
acute lymphoblastic leukemia,ETOPOSIDE,1,Completed,TOP2A,3
acute lymphoblastic leukemia,DAUNORUBICIN,4,Unknown status,TOP2A,3
sarcoma,ETOPOSIDE,1,Completed,TOP2A,3
acute lymphoblastic leukemia,DOXORUBICIN,1,Recruiting,TOP2A,3
acute lymphoblastic leukemia,DOXORUBICIN,1,Terminated,TOP2A,3
acute myeloid leukemia,DAUNORUBICIN,2,Not yet recruiting,TOP2A,3
sarcoma,DOXORUBICIN,3,Unknown status,TOP2A,3
Fallopian Tube Carcinoma,DOXORUBICIN,1,Completed,TOP2A,3
acute myeloid leukemia,DAUNORUBICIN,3,Unknown status,TOP2A,3
acute myeloid leukemia,DAUNORUBICIN,3,"Active, not recruiting",TOP2A,3
Retinoblastoma,ETOPOSIDE,3,"Active, not recruiting",TOP2A,2
diffuse large B-cell lymphoma,ETOPOSIDE,3,Recruiting,TOP2A,2
diffuse large B-cell lymphoma,ETOPOSIDE,3,Completed,TOP2A,2
Retinoblastoma,ETOPOSIDE,2,Completed,TOP2A,2
Retinoblastoma,ETOPOSIDE,2,Recruiting,TOP2A,2
Retinoblastoma,ETOPOSIDE,2,Unknown status,TOP2A,2
neuroblastoma,DOXORUBICIN,2,Recruiting,TOP2A,2
multiple myeloma,DOXORUBICIN,1,Unknown status,TOP2A,2
diffuse large B-cell lymphoma,MITOXANTRONE,2,Recruiting,TOP2A,2
lymphoma,IDARUBICIN,3,Completed,TOP2A,2
Sinonasal Undifferentiated Carcinoma,DOXORUBICIN,2,"Active, not recruiting",TOP2A,2
lymphoma,IDARUBICIN,3,Unknown status,TOP2A,2
lymphoma,MITOXANTRONE,1,Unknown status,TOP2A,2
Sinonasal Undifferentiated Carcinoma,ETOPOSIDE,2,"Active, not recruiting",TOP2A,2
neuroblastoma,DOXORUBICIN,2,Unknown status,TOP2A,2
diffuse large B-cell lymphoma,MITOXANTRONE,2,Completed,TOP2A,2
neoplasm of mature B-cells,MITOXANTRONE,2,Terminated,TOP2A,2
diffuse large B-cell lymphoma,DOXORUBICIN,3,Terminated,TOP2A,2
neoplasm of mature B-cells,DOXORUBICIN,1,Recruiting,TOP2A,2
hepatocellular carcinoma,DOXORUBICIN,3,Recruiting,TOP2A,2
Primary hemophagocytic lymphohistiocytosis,DOXORUBICIN,3,Recruiting,TOP2A,2
small cell lung carcinoma,ETOPOSIDE,3,Not yet recruiting,TOP2A,2
neoplasm,ETOPOSIDE,4,n/a,TOP2A,2
neoplasm,MITOXANTRONE,1,Completed,TOP2A,2
neoplasm,VOSAROXIN,1,Completed,TOP2A,2
Primary hemophagocytic lymphohistiocytosis,ETOPOSIDE,3,Recruiting,TOP2A,2
neoplasm of mature B-cells,MITOXANTRONE,2,Completed,TOP2A,2
neoplasm of mature B-cells,DOXORUBICIN,2,Recruiting,TOP2A,2
neoplasm of mature B-cells,DOXORUBICIN,3,"Active, not recruiting",TOP2A,2
gastric carcinoma,DOXORUBICIN,2,Completed,TOP2A,2
neoplasm of mature B-cells,DOXORUBICIN,3,Recruiting,TOP2A,2
endometrial neoplasm,DOXORUBICIN,3,Terminated,TOP2A,2
small cell lung carcinoma,ETOPOSIDE,2,Unknown status,TOP2A,2
small cell lung carcinoma,ETOPOSIDE,1,Not yet recruiting,TOP2A,2
Fallopian Tube Carcinoma,DOXORUBICIN,1,Recruiting,TOP2A,2
Nephroblastoma,DOXORUBICIN,3,Completed,TOP2A,2
central nervous system cancer,ETOPOSIDE,3,Unknown status,TOP2A,2
mesothelioma,DOXORUBICIN,2,Unknown status,TOP2A,2
male breast carcinoma,DOXORUBICIN,2,"Active, not recruiting",TOP2A,2
non-Hodgkins lymphoma,ETOPOSIDE,2,Unknown status,TOP2A,2
non-Hodgkins lymphoma,ETOPOSIDE,3,Recruiting,TOP2A,2
childhood B acute lymphoblastic leukemia,DOXORUBICIN,3,Completed,TOP2A,2
non-small cell lung carcinoma,ETOPOSIDE,1,Completed,TOP2A,2
central nervous system cancer,ETOPOSIDE,2,Unknown status,TOP2A,2
neuroblastoma,DOXORUBICIN,3,Unknown status,TOP2A,2
medulloblastoma,ETOPOSIDE,3,Completed,TOP2A,2
medulloblastoma,ETOPOSIDE,1,Recruiting,TOP2A,2
acute lymphoblastic leukemia,DOXORUBICIN,2,"Active, not recruiting",TOP2A,2
non-small cell lung carcinoma,ETOPOSIDE,2,Not yet recruiting,TOP2A,2
non-small cell lung carcinoma,ETOPOSIDE,2,Recruiting,TOP2A,2
non-small cell lung carcinoma,ETOPOSIDE,2,Terminated,TOP2A,2
acute lymphoblastic leukemia,DAUNORUBICIN,4,Recruiting,TOP2A,2
non-Hodgkins lymphoma,ETOPOSIDE,1,Recruiting,TOP2A,2
non-Hodgkins lymphoma,ETOPOSIDE,1,Completed,TOP2A,2
non-Hodgkins lymphoma,ETOPOSIDE,1,"Active, not recruiting",TOP2A,2
non-Hodgkins lymphoma,DOXORUBICIN,3,Completed,TOP2A,2
sarcoma,ETOPOSIDE,2,Terminated,TOP2A,2
acute lymphoblastic leukemia,DAUNORUBICIN,3,"Active, not recruiting",TOP2A,2
non-Hodgkins lymphoma,DOXORUBICIN,1,Completed,TOP2A,2
male breast carcinoma,DOXORUBICIN,1,Completed,TOP2A,2
chronic lymphocytic leukemia,MITOXANTRONE,2,Completed,TOP2A,2
Burkitts lymphoma,DOXORUBICIN,2,Completed,TOP2A,2
neuroblastoma,ETOPOSIDE PHOSPHATE,3,Unknown status,TOP2A,2
acute lymphoblastic leukemia,DAUNORUBICIN,1,Recruiting,TOP2A,2
neuroblastoma,ETOPOSIDE,2,Terminated,TOP2A,2
lymphoma,MITOXANTRONE,2,Terminated,TOP2A,2
Burkitts lymphoma,DOXORUBICIN,2,Terminated,TOP2A,2
diffuse large B-cell lymphoma,DOXORUBICIN,1,Withdrawn,TOP2A,2
diffuse large B-cell lymphoma,DOXORUBICIN,3,Not yet recruiting,TOP2A,2
Mantle cell lymphoma,MITOXANTRONE,2,Terminated,TOP2A,2
neoplasm,DOXORUBICIN,2,Recruiting,TOP2A,2
Hodgkins lymphoma,DOXORUBICIN,4,Recruiting,TOP2A,2
Ewing sarcoma,DOXORUBICIN,2,Terminated,TOP2A,2
multiple myeloma,ETOPOSIDE,3,Completed,TOP2A,2
lymphoid leukemia,DOXORUBICIN,2,Completed,TOP2A,2
multiple myeloma,ETOPOSIDE,3,Terminated,TOP2A,2
multiple myeloma,IDARUBICIN,3,Unknown status,TOP2A,2
myelodysplastic syndrome,DAUNORUBICIN,2,Recruiting,TOP2A,2
Hodgkins lymphoma,DOXORUBICIN,4,Unknown status,TOP2A,2
lung carcinoma,AMRUBICIN,3,Completed,TOP2A,2
Hodgkins lymphoma,ETOPOSIDE,1,"Active, not recruiting",TOP2A,2
urethral neoplasm,DOXORUBICIN,2,Completed,TOP2A,2
multiple myeloma,DOXORUBICIN,2,"Active, not recruiting",TOP2A,2
lung carcinoma,ETOPOSIDE,1,Unknown status,TOP2A,2
lung carcinoma,DOXORUBICIN,3,Unknown status,TOP2A,2
lung carcinoma,DOXORUBICIN,3,Completed,TOP2A,2
lymphoid leukemia,ETOPOSIDE,2,Recruiting,TOP2A,2
lymphoma,ETOPOSIDE,1,Unknown status,TOP2A,2
multiple myeloma,ETOPOSIDE,1,Recruiting,TOP2A,2
Hodgkins lymphoma,DOXORUBICIN,2,Terminated,TOP2A,2
lymphoid leukemia,MITOXANTRONE,2,Completed,TOP2A,2
transitional cell carcinoma of kidney,DOXORUBICIN,2,Completed,TOP2A,2
multiple myeloma,DOXORUBICIN,3,Terminated,TOP2A,2
unspecified peripheral T-cell lymphoma,DOXORUBICIN,3,Unknown status,TOP2A,2
multiple myeloma,DOXORUBICIN,2,Recruiting,TOP2A,2
lymphoma,DAUNORUBICIN,3,Completed,TOP2A,2
lymphoma,DOXORUBICIN,1,"Active, not recruiting",TOP2A,2
triple-negative breast cancer,DOXORUBICIN,2,"Active, not recruiting",TOP2A,2
lymphoma,DOXORUBICIN,1,Terminated,TOP2A,2
lymphoma,DOXORUBICIN,1,Withdrawn,TOP2A,2
unspecified peripheral T-cell lymphoma,DOXORUBICIN,2,Recruiting,TOP2A,2
Fallopian Tube Carcinoma,DOXORUBICIN,2,Unknown status,TOP2A,2
lymphoma,DOXORUBICIN,3,Recruiting,TOP2A,2
myelodysplastic syndrome,ETOPOSIDE,2,Completed,TOP2A,2
lung carcinoma,AMRUBICIN,1,Completed,TOP2A,2
inflammatory breast carcinoma,DOXORUBICIN,2,Recruiting,TOP2A,2
myelodysplastic syndrome,VOSAROXIN,2,Recruiting,TOP2A,2
