disease,drug,phase,status,target,num_ev_strings
renal cell carcinoma,PAZOPANIB,2,Completed,FLT1,6
renal cell carcinoma,PAZOPANIB,2,Completed,FLT4,6
renal cell carcinoma,PAZOPANIB,2,Completed,ITK,6
renal cell carcinoma,PAZOPANIB,2,Completed,KDR,6
renal cell carcinoma,PAZOPANIB,2,Completed,KIT,6
renal cell carcinoma,PAZOPANIB,2,Completed,LCK,6
renal cell carcinoma,PAZOPANIB,2,Completed,PDGFRA,6
renal cell carcinoma,PAZOPANIB,2,Completed,PDGFRB,6
Autosomal dominant polycystic kidney disease,TOLVAPTAN,2,Completed,AVPR2,6
renal cell carcinoma,GEMCITABINE,2,Completed,RRM1,6
renal cell carcinoma,GEMCITABINE,2,Completed,PRIM1,6
lupus nephritis,MYCOPHENOLATE MOFETIL,3,Completed,IMPDH2,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLE3,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLA1,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLE2,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLA2,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLD1,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLD2,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLD3,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLD4,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB,6
renal cell carcinoma,GEMCITABINE,2,Completed,POLE,6
kidney failure,TACROLIMUS,3,Completed,FKBP1A,6
renal cell carcinoma,PAZOPANIB,2,Completed,CSF1R,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB1,6
Autosomal dominant polycystic kidney disease,TOLVAPTAN,3,Completed,AVPR2,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB4A,6
renal cell carcinoma,IPILIMUMAB,2,Recruiting,CTLA4,6
chronic kidney disease,CYCLOSPORINE,4,Completed,PPIA,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB8,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB6,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB4B,6
renal carcinoma,ALDESLEUKIN,3,Completed,IL2RA,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB3,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB2A,6
renal carcinoma,ALDESLEUKIN,3,Completed,IL2RB,6
transitional cell carcinoma of kidney,PACLITAXEL,2,Completed,TUBB2B,6
renal cell carcinoma,SUNITINIB,3,Completed,FLT4,5
chronic kidney disease,PARICALCITOL,2,Completed,VDR,5
renal cell carcinoma,SUNITINIB,3,Completed,RET,5
renal cell carcinoma,SORAFENIB,1,Completed,FLT3,5
renal cell carcinoma,SUNITINIB,3,Completed,CSF1R,5
renal cell carcinoma,SUNITINIB,3,Completed,FLT1,5
renal cell carcinoma,SUNITINIB,3,Completed,FLT3,5
renal cell carcinoma,SUNITINIB,3,Completed,KIT,5
renal cell carcinoma,SUNITINIB,3,Completed,KDR,5
renal cell carcinoma,SUNITINIB,3,Completed,PDGFRA,5
renal cell carcinoma,SORAFENIB,1,Completed,FLT1,5
renal cell carcinoma,SUNITINIB,3,Completed,PDGFRB,5
renal cell carcinoma,SORAFENIB,1,Completed,RET,5
renal cell carcinoma,SORAFENIB,1,Completed,BRAF,5
chronic kidney disease,MYCOPHENOLATE MOFETIL,4,Completed,IMPDH1,5
renal cell carcinoma,BEVACIZUMAB,1,Completed,VEGFA,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLA2,5
renal cell carcinoma,SORAFENIB,1,Completed,RAF1,5
renal cell carcinoma,SORAFENIB,1,Completed,FLT4,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,PRIM1,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,PRIM2,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,RRM1,5
renal cell carcinoma,SORAFENIB,1,Completed,KDR,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLE2,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLE,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLD4,5
renal cell carcinoma,ALDESLEUKIN,2,Terminated,IL2RB,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLA1,5
renal cell carcinoma,ALDESLEUKIN,2,Terminated,IL2RA,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLD3,5
renal cell carcinoma,SORAFENIB,1,Completed,KIT,5
renal cell carcinoma,SORAFENIB,1,Completed,PDGFRB,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLD2,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLD1,5
transitional cell carcinoma of kidney,GEMCITABINE,1,Completed,POLE3,5
renal cell carcinoma,SUNITINIB,2,Recruiting,CSF1R,5
chronic kidney disease,MYCOPHENOLATE MOFETIL,4,Completed,IMPDH2,5
renal carcinoma,SUNITINIB,2,Completed,PDGFRA,5
renal carcinoma,SUNITINIB,2,Completed,FLT3,5
clear cell renal carcinoma,BEVACIZUMAB,1,Completed,VEGFA,5
renal carcinoma,SUNITINIB,2,Completed,RET,5
renal carcinoma,SUNITINIB,2,Completed,PDGFRB,5
renal cell carcinoma,SUNITINIB,2,Recruiting,RET,5
renal carcinoma,SUNITINIB,2,Completed,KIT,5
renal carcinoma,SUNITINIB,2,Completed,KDR,5
renal cell carcinoma,SUNITINIB,2,Recruiting,FLT1,5
renal cell carcinoma,SUNITINIB,2,Recruiting,PDGFRB,5
renal carcinoma,SUNITINIB,2,Completed,FLT4,5
renal carcinoma,SUNITINIB,2,Completed,FLT1,5
renal carcinoma,SUNITINIB,2,Completed,CSF1R,5
renal cell carcinoma,SUNITINIB,2,Recruiting,PDGFRA,5
renal cell carcinoma,SUNITINIB,2,Recruiting,KIT,5
renal cell carcinoma,SUNITINIB,2,Recruiting,KDR,5
renal cell carcinoma,SUNITINIB,2,Recruiting,FLT4,5
renal cell carcinoma,SUNITINIB,2,Recruiting,FLT3,5
chronic kidney disease,DARBEPOETIN ALFA,4,Completed,EPOR,5
renal cell carcinoma,SUNITINIB,1,Terminated,KDR,4
renal cell carcinoma,SUNITINIB,1,Terminated,KIT,4
renal cell carcinoma,SUNITINIB,1,Terminated,PDGFRA,4
renal cell carcinoma,SUNITINIB,1,Terminated,PDGFRB,4
renal cell carcinoma,SUNITINIB,1,Terminated,RET,4
renal carcinoma,GEMCITABINE,2,Completed,POLE2,4
renal cell carcinoma,SUNITINIB,2,Unknown status,FLT1,4
renal cell carcinoma,SUNITINIB,2,Unknown status,CSF1R,4
renal cell carcinoma,TEMSIROLIMUS,2,Completed,FKBP1A,4
renal carcinoma,EVEROLIMUS,2,Terminated,FKBP1A,4
renal cell carcinoma,SUNITINIB,1,Terminated,FLT3,4
chronic kidney disease,CHOLECALCIFEROL,4,Completed,VDR,4
renal cell carcinoma,SUNITINIB,1,Terminated,FLT4,4
renal cell carcinoma,SUNITINIB,1,Terminated,CSF1R,4
renal cell carcinoma,SUNITINIB,1,Terminated,FLT1,4
renal carcinoma,GEMCITABINE,2,Completed,POLE3,4
renal carcinoma,GEMCITABINE,2,Completed,PRIM1,4
renal carcinoma,GEMCITABINE,2,Completed,PRIM2,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,CSF1R,4
renal carcinoma,GEMCITABINE,2,Completed,POLE,4
renal carcinoma,GEMCITABINE,2,Completed,POLD4,4
renal carcinoma,GEMCITABINE,2,Completed,RRM1,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,FLT1,4
renal carcinoma,GEMCITABINE,2,Completed,POLD3,4
renal carcinoma,GEMCITABINE,2,Completed,POLD2,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,FLT3,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,FLT4,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,KDR,4
renal carcinoma,GEMCITABINE,2,Completed,POLD1,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,KIT,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,PDGFRA,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,PDGFRB,4
renal cell carcinoma,SUNITINIB,2,Withdrawn,RET,4
renal cell carcinoma,SUNITINIB,2,Unknown status,RET,4
renal cell carcinoma,SUNITINIB,2,Unknown status,PDGFRB,4
renal carcinoma,BEVACIZUMAB,2,Completed,VEGFA,4
renal cell carcinoma,SUNITINIB,2,Unknown status,PDGFRA,4
renal cell carcinoma,SUNITINIB,2,Unknown status,KIT,4
renal carcinoma,GEMCITABINE,2,Completed,POLA1,4
renal cell carcinoma,SUNITINIB,2,Unknown status,KDR,4
renal cell carcinoma,SUNITINIB,2,Unknown status,FLT4,4
renal cell carcinoma,SUNITINIB,2,Unknown status,FLT3,4
chronic kidney disease,DOXERCALCIFEROL,4,n/a,VDR,4
renal carcinoma,GEMCITABINE,2,Completed,POLA2,4
nephrotic syndrome,CHLOROTHIAZIDE,4,n/a,SLC12A3,4
renal carcinoma,ALDESLEUKIN,2,Completed,IL2RB,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",KDR,4
renal cell carcinoma,AXITINIB,2,Completed,KDR,4
renal cell carcinoma,BEVACIZUMAB,2,Terminated,VEGFA,4
renal cell carcinoma,CAPECITABINE,2,Completed,TYMS,4
renal cell carcinoma,ALDESLEUKIN,2,Completed,IL2RB,4
diabetic nephropathy,MT-3995,2,Completed,NR3C2,4
renal cell carcinoma,ALDESLEUKIN,2,Completed,IL2RA,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",PDGFRB,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",PDGFRA,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",LCK,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",KIT,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",ITK,4
renal cell carcinoma,AXITINIB,2,Completed,FLT1,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",FLT4,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",FLT1,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",FGFR3,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",FGFR1,4
renal cell carcinoma,PAZOPANIB,2,"Active, not recruiting",CSF1R,4
chronic kidney disease,ROXADUSTAT,2,Completed,EGLN1,4
chronic kidney disease,ROXADUSTAT,2,Completed,EGLN2,4
chronic kidney disease,ROXADUSTAT,2,Completed,EGLN3,4
chronic kidney disease,ROXADUSTAT,2,Completed,P4HTM,4
renal carcinoma,ALDESLEUKIN,2,Completed,IL2RA,4
renal cell carcinoma,AXITINIB,2,Completed,FLT4,4
lupus nephritis,TACROLIMUS,3,Completed,FKBP1A,4
renal cell carcinoma,PAZOPANIB,3,Completed,PDGFRB,4
renal cell carcinoma,PAZOPANIB,3,Completed,FLT1,4
renal cell carcinoma,PAZOPANIB,3,Completed,FLT4,4
renal cell carcinoma,PAZOPANIB,3,Completed,ITK,4
renal cell carcinoma,PAZOPANIB,3,Completed,FGFR1,4
renal cell carcinoma,PAZOPANIB,3,Completed,KDR,4
renal cell carcinoma,PAZOPANIB,3,Completed,CSF1R,4
renal cell carcinoma,PAZOPANIB,3,Completed,KIT,4
renal cell carcinoma,PAZOPANIB,3,Completed,LCK,4
renal cell carcinoma,PAZOPANIB,3,Completed,PDGFRA,4
renal cell carcinoma,PAZOPANIB,3,Completed,FGFR3,4
clear cell renal carcinoma,AXITINIB,2,Recruiting,FLT4,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,POLE3,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,PRIM1,3
renal cell carcinoma,SUNITINIB,3,Recruiting,RET,3
clear cell renal carcinoma,AXITINIB,2,Recruiting,KDR,3
clear cell renal carcinoma,NIVOLUMAB,1,"Active, not recruiting",PDCD1,3
clear cell renal carcinoma,NIVOLUMAB,2,Recruiting,PDCD1,3
renal cell carcinoma,EVEROLIMUS,4,Completed,FKBP1A,3
renal cell carcinoma,AXITINIB,1,"Active, not recruiting",FLT1,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,POLE2,3
renal cell carcinoma,EVEROLIMUS,2,"Active, not recruiting",FKBP1A,3
clear cell renal carcinoma,AXITINIB,2,Recruiting,FLT1,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,POLE,3
renal carcinoma,TACROLIMUS,2,Completed,FKBP1A,3
renal carcinoma,SUNITINIB,2,Unknown status,RET,3
renal carcinoma,SUNITINIB,2,Unknown status,PDGFRB,3
renal carcinoma,SUNITINIB,2,Unknown status,PDGFRA,3
renal carcinoma,SUNITINIB,2,Unknown status,KIT,3
renal carcinoma,SUNITINIB,2,Unknown status,KDR,3
renal carcinoma,SUNITINIB,2,Unknown status,FLT4,3
renal carcinoma,SUNITINIB,2,Unknown status,FLT3,3
renal carcinoma,SUNITINIB,2,Unknown status,FLT1,3
renal carcinoma,SUNITINIB,2,Unknown status,CSF1R,3
chronic kidney disease,TOLVAPTAN,2,Completed,AVPR2,3
renal cell carcinoma,INTERFERON ALFA-2A,3,Completed,IFNAR1,3
renal cell carcinoma,EVEROLIMUS,2,Terminated,FKBP1A,3
clear cell renal carcinoma,SORAFENIB,2,Completed,FLT4,3
renal cell carcinoma,EVEROLIMUS,1,Terminated,FKBP1A,3
renal cell carcinoma,SUNITINIB,3,Recruiting,KIT,3
renal cell carcinoma,AXITINIB,2,"Active, not recruiting",FLT4,3
renal cell carcinoma,AXITINIB,2,"Active, not recruiting",KDR,3
renal cell carcinoma,SUNITINIB,3,Recruiting,CSF1R,3
renal cell carcinoma,SUNITINIB,3,Recruiting,FLT1,3
renal cell carcinoma,SUNITINIB,3,Recruiting,FLT3,3
renal cell carcinoma,AXITINIB,2,Terminated,FLT1,3
renal cell carcinoma,AXITINIB,2,Terminated,FLT4,3
renal cell carcinoma,AXITINIB,2,Terminated,KDR,3
renal cell carcinoma,SUNITINIB,3,Recruiting,FLT4,3
renal cell carcinoma,SUNITINIB,3,Recruiting,KDR,3
renal cell carcinoma,SUNITINIB,3,Recruiting,PDGFRA,3
renal cell carcinoma,ERLOTINIB,2,Completed,EGFR,3
clear cell renal carcinoma,SORAFENIB,2,Completed,RET,3
clear cell renal carcinoma,SORAFENIB,2,Completed,RAF1,3
renal cell carcinoma,INTERFERON ALFA-2A,3,Completed,IFNAR2,3
renal cell carcinoma,SUNITINIB,3,Recruiting,PDGFRB,3
clear cell renal carcinoma,SORAFENIB,2,Completed,KIT,3
clear cell renal carcinoma,SORAFENIB,2,Completed,KDR,3
renal cell carcinoma,AXITINIB,2,"Active, not recruiting",FLT1,3
clear cell renal carcinoma,SORAFENIB,2,Completed,FLT3,3
clear cell renal carcinoma,SORAFENIB,2,Completed,FLT1,3
clear cell renal carcinoma,SORAFENIB,2,Completed,BRAF,3
clear cell renal carcinoma,SORAFENIB,2,Completed,PDGFRB,3
renal cell carcinoma,NIVOLUMAB,2,"Active, not recruiting",PDCD1,3
kidney disease,DARBEPOETIN ALFA,3,Completed,EPOR,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",RET,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,FGFR3,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,FLT1,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,FLT4,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,ITK,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,KDR,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,KIT,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,LCK,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,PDGFRA,3
kidney failure,TACROLIMUS,2,Completed,FKBP1A,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,PDGFRB,3
renal cell carcinoma,PAZOPANIB,2,Terminated,CSF1R,3
renal cell carcinoma,PAZOPANIB,2,Terminated,FGFR1,3
renal cell carcinoma,PAZOPANIB,2,Terminated,FGFR3,3
renal cell carcinoma,PAZOPANIB,2,Terminated,FLT1,3
renal cell carcinoma,PAZOPANIB,2,Terminated,FLT4,3
renal cell carcinoma,PAZOPANIB,2,Terminated,ITK,3
renal cell carcinoma,PAZOPANIB,2,Terminated,KDR,3
renal cell carcinoma,PAZOPANIB,2,Terminated,KIT,3
renal cell carcinoma,PAZOPANIB,2,Terminated,LCK,3
renal cell carcinoma,PAZOPANIB,2,Terminated,PDGFRA,3
renal cell carcinoma,PAZOPANIB,2,Terminated,PDGFRB,3
chronic kidney disease,MYCOPHENOLIC ACID,4,Completed,IMPDH2,3
chronic kidney disease,MYCOPHENOLIC ACID,4,Completed,IMPDH1,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,POLD3,3
chronic kidney disease,METHYLPREDNISOLONE,4,Completed,NR3C1,3
renal carcinoma,NIVOLUMAB,2,Recruiting,PDCD1,3
renal cell carcinoma,AXITINIB,1,"Active, not recruiting",KDR,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,FGFR1,3
renal cell carcinoma,PAZOPANIB,2,Recruiting,CSF1R,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,RRM1,3
chronic kidney disease,RITUXIMAB,1,Completed,MS4A1,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",PDGFRB,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",PDGFRA,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",KIT,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",KDR,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",FLT4,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",FLT3,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",FLT1,3
chronic kidney disease,CHOLECALCIFEROL,2,Completed,VDR,3
renal carcinoma,SUNITINIB,2,"Active, not recruiting",CSF1R,3
renal cell carcinoma,NIVOLUMAB,1,Recruiting,PDCD1,3
renal cell carcinoma,NIVOLUMAB,3,Recruiting,PDCD1,3
chronic kidney disease,CINACALCET,2,Completed,CASR,3
kidney disease,SIROLIMUS,1,Completed,FKBP1A,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,PRIM2,3
chronic kidney disease,PREDNISONE,4,Completed,NR3C1,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",CSF1R,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",FGFR1,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",FGFR3,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",FLT1,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",FLT4,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",ITK,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",KDR,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",KIT,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",LCK,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",PDGFRA,3
renal cell carcinoma,PAZOPANIB,1,"Active, not recruiting",PDGFRB,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,POLD4,3
renal cell carcinoma,AXITINIB,1,"Active, not recruiting",FLT4,3
renal carcinoma,FLUDARABINE PHOSPHATE,2,Unknown status,POLD2,3
