disease,drug,phase,status,target,num_ev_strings
non-small cell lung carcinoma,OSIMERTINIB,2,Recruiting,EGFR,38
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB4B,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB4A,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB3,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB2B,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB2A,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB1,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB8,36
non-small cell lung carcinoma,DOCETAXEL,3,Completed,TUBB6,36
non-small cell lung carcinoma,ERLOTINIB,1,Completed,EGFR,31
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB3,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB1,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB2A,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB2B,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB4A,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB4B,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB6,29
non-small cell lung carcinoma,PACLITAXEL,1,Completed,TUBB8,29
non-small cell lung carcinoma,ERLOTINIB,3,Completed,EGFR,28
non-small cell lung carcinoma,OSIMERTINIB,1,Recruiting,EGFR,28
non-small cell lung carcinoma,PEMBROLIZUMAB,2,Recruiting,PDCD1,28
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB6,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB2A,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB2B,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB4B,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB4A,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB3,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB1,26
non-small cell lung carcinoma,DOCETAXEL,2,Terminated,TUBB8,26
non-small cell lung carcinoma,PEMETREXED,1,Completed,DHFR,25
non-small cell lung carcinoma,PEMETREXED,1,Completed,GART,25
non-small cell lung carcinoma,PEMETREXED,3,"Active, not recruiting",TYMS,25
non-small cell lung carcinoma,PEMETREXED,3,"Active, not recruiting",GART,25
non-small cell lung carcinoma,PEMETREXED,3,"Active, not recruiting",DHFR,25
non-small cell lung carcinoma,PEMETREXED,1,Completed,TYMS,25
non-small cell lung carcinoma,ERLOTINIB,2,Unknown status,EGFR,24
non-small cell lung carcinoma,PEMETREXED,2,Unknown status,TYMS,24
non-small cell lung carcinoma,PEMETREXED,2,Unknown status,GART,24
non-small cell lung carcinoma,PEMETREXED,2,Unknown status,DHFR,24
non-small cell lung carcinoma,PEMETREXED,2,Terminated,TYMS,24
non-small cell lung carcinoma,PEMETREXED,2,Terminated,GART,24
non-small cell lung carcinoma,PEMETREXED,2,Terminated,DHFR,24
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLD4,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,PRIM1,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLE3,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLA2,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLD1,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLD2,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLE2,23
non-small cell lung carcinoma,NIVOLUMAB,2,Recruiting,PDCD1,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLE,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,PRIM2,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,RRM1,23
non-small cell lung carcinoma,PEMETREXED,3,Completed,DHFR,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLD3,23
non-small cell lung carcinoma,GEMCITABINE,3,Completed,POLA1,23
non-small cell lung carcinoma,PEMETREXED,3,Completed,TYMS,23
non-small cell lung carcinoma,PEMETREXED,3,Completed,GART,23
non-small cell lung carcinoma,GEFITINIB,2,Completed,EGFR,22
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB3,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB6,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB2A,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB1,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB2B,21
non-small cell lung carcinoma,CETUXIMAB,2,Completed,EGFR,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB4A,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB8,21
non-small cell lung carcinoma,PACLITAXEL,3,Completed,TUBB4B,21
non-small cell lung carcinoma,PEMETREXED,2,Recruiting,TYMS,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB1,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB2A,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB4A,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB2B,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB3,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB4B,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB6,19
non-small cell lung carcinoma,PEMETREXED,2,Recruiting,DHFR,19
non-small cell lung carcinoma,VINORELBINE,2,Completed,TUBB8,19
non-small cell lung carcinoma,PEMETREXED,2,Recruiting,GART,19
non-small cell lung carcinoma,PEMETREXED,3,Recruiting,DHFR,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB1,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB4B,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB3,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB2B,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB2A,19
non-small cell lung carcinoma,OSIMERTINIB,2,Recruiting,ERBB2,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB6,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB8,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB8,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB6,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB4B,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB4A,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB3,19
non-small cell lung carcinoma,PEMETREXED,3,Recruiting,GART,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB2B,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB2A,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB1,19
non-small cell lung carcinoma,PEMETREXED,3,Recruiting,TYMS,19
non-small cell lung carcinoma,OSIMERTINIB,2,Recruiting,ERBB4,19
non-small cell lung carcinoma,OSIMERTINIB,2,Recruiting,ERBB3,19
non-small cell lung carcinoma,PACLITAXEL,2,Terminated,TUBB,19
non-small cell lung carcinoma,DOCETAXEL,2,Unknown status,TUBB4A,19
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB1,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB2A,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB2B,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB3,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB4A,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB4B,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB6,18
non-small cell lung carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB8,18
non-small cell lung carcinoma,BEVACIZUMAB,2,Terminated,VEGFA,18
non-small cell lung carcinoma,ERLOTINIB,2,Terminated,EGFR,18
non-small cell lung carcinoma,OSIMERTINIB,1,"Active, not recruiting",EGFR,18
non-small cell lung carcinoma,PEMBROLIZUMAB,1,Recruiting,PDCD1,17
non-small cell lung carcinoma,ERLOTINIB,1,Terminated,EGFR,16
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLA2,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLA1,15
non-small cell lung carcinoma,GEFITINIB,2,Unknown status,EGFR,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB3,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB8,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB1,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB6,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB8,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB6,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB4B,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB4A,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB3,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB2B,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB2A,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB1,15
non-small cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB4B,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB6,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB4A,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB3,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB2B,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB2A,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB1,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB2A,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB2B,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLD2,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB4A,15
non-small cell lung carcinoma,PACLITAXEL,3,Recruiting,TUBB4B,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLD1,15
non-small cell lung carcinoma,PACLITAXEL,1,Terminated,TUBB8,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLD3,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLE3,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,PRIM2,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,RRM1,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,PRIM1,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLE,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLE2,15
non-small cell lung carcinoma,GEMCITABINE,2,Terminated,POLD4,15
non-small cell lung carcinoma,OSIMERTINIB,1,Recruiting,ERBB4,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLD3,14
non-small cell lung carcinoma,BEVACIZUMAB,3,Completed,VEGFA,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLA1,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLA2,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLD1,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLD2,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLD4,14
non-small cell lung carcinoma,OSIMERTINIB,1,Recruiting,ERBB3,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLE2,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLE3,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",PRIM1,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",PRIM2,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",RRM1,14
non-small cell lung carcinoma,OSIMERTINIB,1,Recruiting,ERBB2,14
non-small cell lung carcinoma,ATEZOLIZUMAB,2,Recruiting,CD274,14
non-small cell lung carcinoma,GEMCITABINE,3,"Active, not recruiting",POLE,14
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,PRIM2,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB4B,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB2A,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB1,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,RRM1,13
non-small cell lung carcinoma,GEFITINIB,3,Completed,EGFR,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB8,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB6,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLA1,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLA2,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLD1,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLD2,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB6,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB4A,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLD3,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB3,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB2B,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLD4,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB2A,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLE,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLE2,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,POLE3,13
non-small cell lung carcinoma,GEMCITABINE,2,Unknown status,PRIM1,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB8,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB4B,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB4A,13
non-small cell lung carcinoma,PEMETREXED,1,Recruiting,TYMS,13
non-small cell lung carcinoma,PEMETREXED,1,Recruiting,GART,13
non-small cell lung carcinoma,PEMETREXED,1,Recruiting,DHFR,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB4A,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB6,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB4B,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB8,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB3,13
non-small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB2B,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB1,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB2A,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB2B,13
non-small cell lung carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB3,13
non-small cell lung carcinoma,PACLITAXEL,3,Terminated,TUBB1,13
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB1,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB2A,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB2B,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB3,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB4A,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB4B,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB6,12
non-small cell lung carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB8,12
non-small cell lung carcinoma,DURVALUMAB,2,Recruiting,CD274,12
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB8,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB2B,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB6,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB4B,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB4A,11
non-small cell lung carcinoma,PEMETREXED,1,"Active, not recruiting",DHFR,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB8,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB6,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB4B,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB6,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB4B,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB4A,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB3,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB2B,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB2A,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB4A,11
non-small cell lung carcinoma,PEMETREXED,1,"Active, not recruiting",GART,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB3,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB2B,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB2A,11
non-small cell lung carcinoma,PEMETREXED,1,"Active, not recruiting",TYMS,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB1,11
non-small cell lung carcinoma,DOCETAXEL,3,Terminated,TUBB,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB3,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB1,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB8,11
non-small cell lung carcinoma,PACLITAXEL,4,n/a,TUBB2A,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB2A,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB6,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB4B,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB8,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB4A,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB3,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB,11
non-small cell lung carcinoma,NIVOLUMAB,2,"Active, not recruiting",PDCD1,11
non-small cell lung carcinoma,VINORELBINE,3,Completed,TUBB1,11
non-small cell lung carcinoma,NIVOLUMAB,1,Recruiting,PDCD1,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB2B,11
non-small cell lung carcinoma,DOCETAXEL,1,Completed,TUBB1,11
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB2B,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB,10
non-small cell lung carcinoma,BEVACIZUMAB,1,Completed,VEGFA,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB4A,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB4B,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB1,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB2A,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB2B,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB3,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB4A,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB4B,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB6,10
non-small cell lung carcinoma,PACLITAXEL,1,"Active, not recruiting",TUBB8,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB8,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB6,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB3,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB4B,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB8,10
non-small cell lung carcinoma,ERLOTINIB,2,"Active, not recruiting",EGFR,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB1,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB2A,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB6,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB2B,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB3,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB4A,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB1,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB4B,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB6,10
non-small cell lung carcinoma,VINORELBINE,2,Unknown status,TUBB8,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB1,10
non-small cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB2A,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB2A,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB2B,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB3,10
non-small cell lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB4A,10
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB6,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB4A,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB3,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB2B,9
non-small cell lung carcinoma,NIVOLUMAB,3,Recruiting,PDCD1,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB2A,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB4B,9
non-small cell lung carcinoma,PEMETREXED,1,Terminated,TYMS,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB8,9
non-small cell lung carcinoma,GEMCITABINE,3,Recruiting,POLD4,9
non-small cell lung carcinoma,AFATINIB,2,Completed,ERBB2,9
non-small cell lung carcinoma,AFATINIB,2,Completed,ERBB4,9
non-small cell lung carcinoma,PEMETREXED,1,Terminated,GART,9
non-small cell lung carcinoma,PEMETREXED,1,Terminated,DHFR,9
non-small cell lung carcinoma,OSIMERTINIB,1,"Active, not recruiting",ERBB2,9
non-small cell lung carcinoma,OSIMERTINIB,1,"Active, not recruiting",ERBB3,9
non-small cell lung carcinoma,GEMCITABINE,3,Recruiting,POLD3,9
non-small cell lung carcinoma,GEMCITABINE,3,Recruiting,POLD2,9
non-small cell lung carcinoma,OSIMERTINIB,1,"Active, not recruiting",ERBB4,9
non-small cell lung carcinoma,GEMCITABINE,3,Recruiting,POLA1,9
non-small cell lung carcinoma,GEMCITABINE,3,Recruiting,POLA2,9
non-small cell lung carcinoma,GEMCITABINE,3,Recruiting,POLD1,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB,9
non-small cell lung carcinoma,PACLITAXEL,2,Unknown status,TUBB1,9
non-small cell lung carcinoma,GEMCITABINE,3,Recruiting,PRIM2,9
