disease,drug,phase,status,target,num_ev_strings
Crohn's disease,VEDOLIZUMAB,3,Recruiting,ITGA4,2
Crohn's disease,VEDOLIZUMAB,3,Recruiting,ITGB7,2
Crohn's disease,VEDOLIZUMAB,4,Completed,ITGA4,2
Crohn's disease,VEDOLIZUMAB,4,Completed,ITGB7,2
ulcerative colitis,ANDECALIXIMAB,1,Completed,MMP9,2
Crohn's disease,VERCIRNON,2,Completed,CCR9,2
Crohn's disease,VISILIZUMAB,2,Completed,CD3E,2
ulcerative colitis,ABRILUMAB,2,Completed,ITGB7,2
ulcerative colitis,ABRILUMAB,2,Completed,ITGA4,2
proctitis,MESALAMINE,3,Terminated,PTGS2,2
proctitis,MESALAMINE,3,Terminated,PTGS1,2
proctitis,MESALAMINE,3,Terminated,PPARG,2
proctitis,MESALAMINE,3,Terminated,ALOX5,2
ulcerative colitis,BALSALAZIDE,3,Completed,PPARG,2
Crohn's disease,USTEKINUMAB,2,Completed,IL12B,2
ulcerative colitis,BALSALAZIDE,3,Completed,PTGS1,2
ulcerative colitis,ETROLIZUMAB,2,Completed,ITGB7,2
Crohn's disease,OMEPRAZOLE,1,Completed,ATP4A,2
ulcerative colitis,INFLIXIMAB,3,Terminated,TNF,2
ulcerative colitis,INFLIXIMAB,3,Recruiting,TNF,2
ulcerative colitis,HYDROCORTISONE,4,Recruiting,NR3C1,2
ulcerative colitis,GOLIMUMAB,4,Completed,TNF,2
ulcerative colitis,GOLIMUMAB,3,Completed,TNF,2
ulcerative colitis,GOLIMUMAB,2,Completed,TNF,2
Crohn's disease,PF-00547659,2,Completed,MADCAM1,2
Crohn's disease,PF-04236921,2,Completed,IL6,2
Crohn's disease,PREDNISOLONE,4,Unknown status,NR3C1,2
ulcerative colitis,BALSALAZIDE,3,Completed,PTGS2,2
ulcerative colitis,ETRASIMOD,2,Completed,S1PR1,2
Crohn's disease,MESALAMINE,2,Unknown status,PTGS1,2
Crohn's disease,SARGRAMOSTIM,2,Terminated,CSF2RA,2
Crohn's disease,SARGRAMOSTIM,3,Terminated,CSF2RA,2
Crohn's disease,SECUKINUMAB,2,Terminated,IL17A,2
ulcerative colitis,DEXAMETHASONE PHOSPHORIC ACID,4,n/a,NR3C1,2
ulcerative colitis,DEXAMETHASONE,4,n/a,NR3C1,2
Crohn's disease,TEDUGLUTIDE,2,Completed,GLP2R,2
ulcerative colitis,BUDESONIDE,4,n/a,NR3C1,2
Crohn's disease,MESALAMINE,2,Unknown status,PTGS2,2
ulcerative colitis,MESALAMINE,2,Recruiting,PTGS1,2
Crohn's disease,MESALAMINE,2,Unknown status,PPARG,2
ulcerative colitis,PF-00547659,2,Completed,MADCAM1,2
Crohn's disease,ETROLIZUMAB,3,Recruiting,ITGB7,2
Crohn's disease,ERGOCALCIFEROL,4,Completed,VDR,2
Crohn's disease,DEXAMETHASONE PHOSPHORIC ACID,4,n/a,NR3C1,2
Crohn's disease,DEXAMETHASONE,4,n/a,NR3C1,2
ulcerative colitis,TACROLIMUS,3,Completed,FKBP1A,2
Crohn's disease,CHOLECALCIFEROL,3,Recruiting,VDR,2
Crohn's disease,CERTOLIZUMAB PEGOL,4,Unknown status,TNF,2
Crohn's disease,CERTOLIZUMAB PEGOL,3,Withdrawn,TNF,2
Crohn's disease,MESALAMINE,2,Unknown status,ALOX5,2
Crohn's disease,BRODALUMAB,2,Terminated,IL17RA,2
ulcerative colitis,VATELIZUMAB,2,Terminated,ITGA2,2
ulcerative colitis,VEDOLIZUMAB,2,Completed,ITGA4,2
ulcerative colitis,VEDOLIZUMAB,2,Completed,ITGB7,2
Crohn's disease,AZATHIOPRINE,4,Terminated,PPAT,2
Crohn's disease,AZATHIOPRINE,4,Completed,PPAT,2
Crohn's disease,AZATHIOPRINE,3,Terminated,PPAT,2
Crohn's disease,AZATHIOPRINE,2,Terminated,PPAT,2
Crohn's disease,AMISELIMOD,2,Completed,S1PR5,2
Crohn's disease,AMISELIMOD,2,Completed,S1PR4,2
Crohn's disease,AMISELIMOD,2,Completed,S1PR3,2
Crohn's disease,AMISELIMOD,2,Completed,S1PR2,2
Crohn's disease,AMISELIMOD,2,Completed,S1PR1,2
Crohn's disease,AMINOSALICYLIC ACID,2,Terminated,PTGS2,2
Crohn's disease,AMINOSALICYLIC ACID,2,Terminated,PTGS1,2
Crohn's disease,ADALIMUMAB,3,"Active, not recruiting",TNF,2
ulcerative colitis,PREDNISONE,4,Recruiting,NR3C1,2
Crohn's disease,CERTOLIZUMAB PEGOL,3,Terminated,TNF,2
Crohn's disease,INFLIXIMAB,4,Unknown status,TNF,2
ulcerative colitis,METHOTREXATE,2,Completed,DHFR,2
Crohn's disease,MERCAPTOPURINE,1,Completed,PPAT,2
Crohn's disease,INFLIXIMAB,4,Recruiting,TNF,2
Crohn's disease,INFLIXIMAB,2,Completed,TNF,2
Crohn's disease,MERCAPTOPURINE,4,Recruiting,PPAT,2
ulcerative colitis,METHYLPREDNISOLONE,4,Recruiting,NR3C1,2
Crohn's disease,INFLIXIMAB,3,Terminated,TNF,2
ulcerative colitis,MESALAMINE,4,Recruiting,PPARG,1
ulcerative colitis,ASPIRIN,3,Completed,PTGS2,1
ulcerative colitis,ANRUKINZUMAB,2,Completed,IL13,1
ulcerative colitis,APREMILAST,2,"Active, not recruiting",PDE4A,1
ulcerative colitis,MESALAMINE,3,Unknown status,ALOX5,1
ulcerative colitis,APREMILAST,2,"Active, not recruiting",PDE4B,1
ulcerative colitis,AZATHIOPRINE,3,Recruiting,PPAT,1
ulcerative colitis,APREMILAST,2,"Active, not recruiting",PDE4C,1
ulcerative colitis,VEDOLIZUMAB,4,"Active, not recruiting",ITGA4,1
ulcerative colitis,MESALAMINE,3,Unknown status,PPARG,1
ulcerative colitis,MESALAMINE,4,Recruiting,PTGS1,1
ulcerative colitis,MESALAMINE,3,Unknown status,PTGS1,1
ulcerative colitis,VEDOLIZUMAB,2,Withdrawn,ITGA4,1
ulcerative colitis,VEDOLIZUMAB,2,Withdrawn,ITGB7,1
ulcerative colitis,MESALAMINE,4,Recruiting,ALOX5,1
ulcerative colitis,MESALAMINE,4,Recruiting,PTGS2,1
ulcerative colitis,ASPIRIN,3,Completed,PTGS1,1
ulcerative colitis,APREMILAST,2,"Active, not recruiting",PDE4D,1
ulcerative colitis,MESALAMINE,3,"Active, not recruiting",PPARG,1
ulcerative colitis,AZATHIOPRINE,4,Unknown status,PPAT,1
ulcerative colitis,VEDOLIZUMAB,1,Completed,ITGB7,1
ulcerative colitis,BASILIXIMAB,2,Terminated,IL2RA,1
ulcerative colitis,CAFFEINE,4,Recruiting,ADORA2B,1
ulcerative colitis,CAFFEINE,4,Recruiting,ADORA2A,1
ulcerative colitis,CAFFEINE,4,Recruiting,ADORA1,1
ulcerative colitis,TOFACITINIB,3,"Active, not recruiting",JAK2,1
ulcerative colitis,BUDESONIDE,3,Recruiting,NR3C1,1
ulcerative colitis,TOFACITINIB,3,"Active, not recruiting",JAK3,1
ulcerative colitis,BUDESONIDE,2,Terminated,NR3C1,1
ulcerative colitis,BUDESONIDE,2,Completed,NR3C1,1
ulcerative colitis,BERTILIMUMAB,2,Recruiting,CCL11,1
ulcerative colitis,BASILIXIMAB,2,Completed,IL2RA,1
ulcerative colitis,VEDOLIZUMAB,1,Completed,ITGA4,1
ulcerative colitis,TOFACITINIB,3,"Active, not recruiting",TYK2,1
ulcerative colitis,TOFACITINIB,4,Recruiting,JAK1,1
ulcerative colitis,TOFACITINIB,4,Recruiting,JAK2,1
ulcerative colitis,TOFACITINIB,4,Recruiting,JAK3,1
ulcerative colitis,TOFACITINIB,4,Recruiting,TYK2,1
ulcerative colitis,TRALOKINUMAB,2,Completed,IL13,1
ulcerative colitis,USTEKINUMAB,3,"Active, not recruiting",IL12B,1
ulcerative colitis,VEDOLIZUMAB,0,Withdrawn,ITGA4,1
ulcerative colitis,VEDOLIZUMAB,0,Withdrawn,ITGB7,1
ulcerative colitis,ANDECALIXIMAB,2,Terminated,MMP9,1
ulcerative colitis,AMINOSALICYLIC ACID,2,Completed,PTGS2,1
ulcerative colitis,CANNABIDIOL,1,Completed,CNR1,1
ulcerative colitis,ABRILUMAB,1,Completed,ITGA4,1
ulcerative colitis,ABATACEPT,3,Completed,CD80,1
small bowel Crohn's disease,FILGOTINIB,2,Recruiting,JAK1,1
proctitis,SUCRALFATE,4,Completed,PGA5,1
ulcerative colitis,VERCIRNON,2,Withdrawn,CCR9,1
ulcerative colitis,VISILIZUMAB,1,Completed,CD3E,1
ulcerative colitis,VISILIZUMAB,2,Completed,CD3E,1
proctitis,MESALAMINE,2,Completed,PTGS2,1
proctitis,MESALAMINE,2,Completed,PTGS1,1
proctitis,MESALAMINE,2,Completed,PPARG,1
proctitis,MESALAMINE,2,Completed,ALOX5,1
ulcerative colitis,VISILIZUMAB,3,Withdrawn,CD3E,1
proctitis,BUDESONIDE,2,Terminated,NR3C1,1
proctitis,BUDESONIDE,2,Completed,NR3C1,1
inflammatory bowel disease,VEDOLIZUMAB,1,Completed,ITGB7,1
inflammatory bowel disease,VEDOLIZUMAB,1,Completed,ITGA4,1
inflammatory bowel disease,ROSIGLITAZONE,4,Completed,PPARG,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRQ,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRP,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRG3,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRG2,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRG1,1
ulcerative colitis,ABATACEPT,3,Completed,CD86,1
ulcerative colitis,ABRILUMAB,1,Completed,ITGB7,1
ulcerative colitis,AMINOSALICYLIC ACID,2,Completed,PTGS1,1
ulcerative colitis,ABRILUMAB,1,Terminated,ITGA4,1
ulcerative colitis,ALLOPURINOL,3,Recruiting,XDH,1
ulcerative colitis,ALDESLEUKIN,1,Recruiting,IL2RB,1
ulcerative colitis,MESALAMINE,3,Unknown status,PTGS2,1
ulcerative colitis,VEDOLIZUMAB,4,"Active, not recruiting",ITGB7,1
ulcerative colitis,ALDESLEUKIN,1,Recruiting,IL2RA,1
ulcerative colitis,VEDOLIZUMAB,4,Completed,ITGA4,1
ulcerative colitis,VEDOLIZUMAB,4,Completed,ITGB7,1
ulcerative colitis,ADALIMUMAB,4,n/a,TNF,1
ulcerative colitis,ADALIMUMAB,4,Unknown status,TNF,1
ulcerative colitis,ADALIMUMAB,4,Terminated,TNF,1
ulcerative colitis,ADALIMUMAB,4,Recruiting,TNF,1
ulcerative colitis,ADALIMUMAB,4,"Active, not recruiting",TNF,1
ulcerative colitis,ADALIMUMAB,3,Unknown status,TNF,1
ulcerative colitis,VEDOLIZUMAB,4,Not yet recruiting,ITGA4,1
ulcerative colitis,ADALIMUMAB,3,Enrolling by invitation,TNF,1
ulcerative colitis,VEDOLIZUMAB,4,Not yet recruiting,ITGB7,1
ulcerative colitis,ADALIMUMAB,3,"Active, not recruiting",TNF,1
ulcerative colitis,ADALIMUMAB,1,Completed,TNF,1
ulcerative colitis,VEDOLIZUMAB,4,n/a,ITGA4,1
ulcerative colitis,VEDOLIZUMAB,4,n/a,ITGB7,1
ulcerative colitis,ABRILUMAB,1,Terminated,ITGB7,1
ulcerative colitis,CAFFEINE,4,Recruiting,ADORA3,1
ulcerative colitis,CANNABIDIOL,2,Completed,CNR1,1
ulcerative colitis,NALTREXONE,2,Withdrawn,OPRK1,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCB,1
ulcerative colitis,MERCAPTOPURINE,3,Recruiting,PPAT,1
ulcerative colitis,LOSARTAN,4,Recruiting,AGTR1,1
ulcerative colitis,KRP203,2,Terminated,S1PR1,1
ulcerative colitis,ITACITINIB,2,Recruiting,JAK1,1
ulcerative colitis,ROSIGLITAZONE,1,Unknown status,PPARG,1
ulcerative colitis,ROSIGLITAZONE,2,Completed,PPARG,1
ulcerative colitis,SOLCITINIB,1,Terminated,JAK1,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCA,1
ulcerative colitis,INFLIXIMAB,4,n/a,TNF,1
ulcerative colitis,INFLIXIMAB,4,Unknown status,TNF,1
ulcerative colitis,INFLIXIMAB,4,Terminated,TNF,1
ulcerative colitis,MIDAZOLAM,4,Recruiting,GABRG2,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCD,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCE,1
ulcerative colitis,INFLIXIMAB,4,Not yet recruiting,TNF,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCG,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCH,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCI,1
ulcerative colitis,MIDAZOLAM,4,Recruiting,GABRG3,1
ulcerative colitis,INFLIXIMAB,1,Completed,TNF,1
ulcerative colitis,INFLIXIMAB,1,"Active, not recruiting",TNF,1
ulcerative colitis,HYDROCORTISONE HEMISUCCINATE,4,Recruiting,NR3C1,1
ulcerative colitis,MUROMONAB-CD3,1,Completed,CD3E,1
ulcerative colitis,RIVENPROST,2,Terminated,PTGER4,1
ulcerative colitis,NALTREXONE,2,Withdrawn,OPRD1,1
ulcerative colitis,RITUXIMAB,2,Completed,MS4A1,1
ulcerative colitis,MESALAMINE,3,"Active, not recruiting",ALOX5,1
ulcerative colitis,NALTREXONE,2,Withdrawn,OPRM1,1
ulcerative colitis,OMEPRAZOLE,1,Completed,ATP4A,1
ulcerative colitis,OMEPRAZOLE,4,Recruiting,ATP4A,1
ulcerative colitis,MESALAMINE,3,"Active, not recruiting",PTGS1,1
ulcerative colitis,PREDNISOLONE,3,Completed,NR3C1,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRD,1
ulcerative colitis,PREDNISOLONE,3,Terminated,NR3C1,1
ulcerative colitis,PREDNISOLONE,4,Recruiting,NR3C1,1
ulcerative colitis,PREDNISONE,2,Recruiting,NR3C1,1
ulcerative colitis,PREDNISONE,3,Recruiting,NR3C1,1
ulcerative colitis,PREDNISONE,4,Completed,NR3C1,1
ulcerative colitis,MESALAMINE,3,"Active, not recruiting",PTGS2,1
ulcerative colitis,MESALAMINE,1,Terminated,PTGS2,1
ulcerative colitis,MESALAMINE,1,Terminated,PTGS1,1
ulcerative colitis,MESALAMINE,1,Terminated,PPARG,1
ulcerative colitis,MESALAMINE,1,Terminated,ALOX5,1
ulcerative colitis,MESALAMINE,1,Recruiting,PTGS2,1
ulcerative colitis,MESALAMINE,1,Recruiting,PTGS1,1
ulcerative colitis,MESALAMINE,1,Recruiting,PPARG,1
ulcerative colitis,MESALAMINE,1,Recruiting,ALOX5,1
ulcerative colitis,HYDROCORTISONE CYPIONATE,4,Recruiting,NR3C1,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCQ,1
ulcerative colitis,CERTOLIZUMAB PEGOL,2,"Active, not recruiting",TNF,1
ulcerative colitis,DEXTROMETHORPHAN,4,Recruiting,SIGMAR1,1
ulcerative colitis,ERGOCALCIFEROL,1,Withdrawn,VDR,1
ulcerative colitis,MIDAZOLAM,4,Recruiting,GABRA2,1
ulcerative colitis,ELUBRIXIN,2,Terminated,CXCR2,1
ulcerative colitis,THALIDOMIDE,3,Completed,DDB1,1
ulcerative colitis,ELDELUMAB,1,Completed,CXCL10,1
ulcerative colitis,DOXYCYCLINE,2,Recruiting,MMP8,1
ulcerative colitis,DOXYCYCLINE,2,Recruiting,MMP7,1
ulcerative colitis,DOXYCYCLINE,2,Recruiting,MMP13,1
ulcerative colitis,DOXYCYCLINE,2,Recruiting,MMP1,1
ulcerative colitis,MIDAZOLAM,4,Recruiting,GABRA1,1
ulcerative colitis,THALIDOMIDE,3,Completed,RBX1,1
ulcerative colitis,HYDROCORTISONE,2,Terminated,NR3C1,1
ulcerative colitis,TOFACITINIB,1,Completed,JAK1,1
ulcerative colitis,TOFACITINIB,1,Completed,JAK2,1
ulcerative colitis,DEXTROMETHORPHAN,4,Recruiting,GRIN2A,1
ulcerative colitis,TOFACITINIB,1,Completed,JAK3,1
ulcerative colitis,TOFACITINIB,1,Completed,TYK2,1
ulcerative colitis,DEXAMETHASONE,2,Unknown status,NR3C1,1
ulcerative colitis,DACLIZUMAB,2,Completed,IL2RA,1
ulcerative colitis,CYCLOSPORINE,4,Completed,PPIA,1
ulcerative colitis,TOFACITINIB,3,"Active, not recruiting",JAK1,1
ulcerative colitis,CHOLECALCIFEROL,3,Recruiting,VDR,1
ulcerative colitis,THALIDOMIDE,3,Completed,CUL4A,1
ulcerative colitis,ETROLIZUMAB,1,Completed,ITGB7,1
ulcerative colitis,ETROLIZUMAB,1,Recruiting,ITGB7,1
ulcerative colitis,MIDAZOLAM,4,Recruiting,GABRA3,1
ulcerative colitis,GUSELKUMAB,2,Recruiting,IL23A,1
ulcerative colitis,GOLIMUMAB,4,n/a,TNF,1
ulcerative colitis,GOLIMUMAB,4,Unknown status,TNF,1
ulcerative colitis,GOLIMUMAB,4,Recruiting,TNF,1
ulcerative colitis,GOLIMUMAB,4,Not yet recruiting,TNF,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKCZ,1
ulcerative colitis,GOLIMUMAB,3,Recruiting,TNF,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKD1,1
ulcerative colitis,GOLIMUMAB,2,Terminated,TNF,1
ulcerative colitis,GOLIMUMAB,2,Recruiting,TNF,1
ulcerative colitis,SOTRASTAURIN,2,Completed,PRKD3,1
ulcerative colitis,GOLIMUMAB,1,"Active, not recruiting",TNF,1
ulcerative colitis,FILGOTINIB,3,Recruiting,JAK1,1
ulcerative colitis,FILGOTINIB,3,Enrolling by invitation,JAK1,1
ulcerative colitis,MIDAZOLAM,4,Recruiting,GABRG1,1
ulcerative colitis,MIDAZOLAM,4,Recruiting,GABRA5,1
ulcerative colitis,FILGOTINIB,2,Recruiting,JAK1,1
ulcerative colitis,TACROLIMUS,3,Recruiting,FKBP1A,1
ulcerative colitis,ETROLIZUMAB,3,"Active, not recruiting",ITGB7,1
ulcerative colitis,TACROLIMUS,4,Completed,FKBP1A,1
ulcerative colitis,THALIDOMIDE,3,Completed,CRBN,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRE,1
Crohn's disease,ABATACEPT,3,Terminated,CD80,1
inflammatory bowel disease,PROPOFOL,4,Completed,GABRB3,1
Crohn's disease,FILGOTINIB,2,Recruiting,JAK1,1
Crohn's disease,GSK-1070806,1,Not yet recruiting,IL18,1
Crohn's disease,GUSELKUMAB,3,Recruiting,IL23A,1
Crohn's disease,HYDROXYCHLOROQUINE,2,Recruiting,TLR7,1
Crohn's disease,HYDROXYCHLOROQUINE,2,Recruiting,TLR9,1
Crohn's disease,INFLIXIMAB,1,"Active, not recruiting",TNF,1
Crohn's disease,INFLIXIMAB,3,Recruiting,TNF,1
Crohn's disease,INFLIXIMAB,3,Unknown status,TNF,1
Crohn's disease,INFLIXIMAB,4,"Active, not recruiting",TNF,1
Crohn's disease,INFLIXIMAB,4,n/a,TNF,1
Crohn's disease,INTERFERON BETA-1A,2,Terminated,IFNAR1,1
Crohn's disease,INTERFERON BETA-1A,2,Terminated,IFNAR2,1
Crohn's disease,LENALIDOMIDE,2,Completed,CRBN,1
Crohn's disease,LENALIDOMIDE,2,Completed,CUL4A,1
Crohn's disease,LENALIDOMIDE,2,Completed,DDB1,1
Crohn's disease,LENALIDOMIDE,2,Completed,RBX1,1
Crohn's disease,FORALUMAB,1,Completed,CD3G,1
Crohn's disease,FORALUMAB,1,Completed,CD3E,1
Crohn's disease,FORALUMAB,1,Completed,CD3D,1
Crohn's disease,FLUDARABINE PHOSPHATE,2,"Active, not recruiting",POLD2,1
Crohn's disease,FILGOTINIB,3,Recruiting,JAK1,1
Crohn's disease,FILGRASTIM,1,Completed,CSF3R,1
Crohn's disease,FILGRASTIM,1,Recruiting,CSF3R,1
Crohn's disease,FLUDARABINE PHOSPHATE,2,"Active, not recruiting",POLA1,1
Crohn's disease,FLUDARABINE PHOSPHATE,2,"Active, not recruiting",POLA2,1
